"Streamer","Sub","ChatLastDay","ChatLastMonth","WatchLastDay","WatchLastMonth","CurrentSubOther","PastSubFocal","PastSubOther","ChatNextMonth","WatchNextMonth"
"adinross",0,0,0,50,1465,0,0,0,0,770
"adinross",1,0,0,10,10,0,0,0,0,60
"adinross",1,1,7,5,180,1,1,1,81,1535
"adinross",0,0,0,405,2795,0,0,0,0,385
"adinross",0,7,11,205,480,0,1,1,13,2440
"adinross",0,0,0,50,2035,0,0,0,0,745
"adinross",0,6,29,110,870,0,0,0,11,170
"adinross",0,0,0,105,295,0,0,0,0,1620
"adinross",0,0,0,35,450,0,0,0,3,1080
"adinross",0,0,0,120,2580,0,0,0,0,225
"adinross",0,0,0,225,2285,0,0,0,0,285
"adinross",0,0,0,60,990,1,0,1,0,400
"adinross",0,0,0,225,2485,0,0,0,0,70
"adinross",0,0,0,70,2540,0,0,0,0,215
"adinross",0,0,2,85,735,0,0,1,0,205
"adinross",0,0,0,120,120,0,0,0,0,30
"adinross",0,0,0,400,3425,0,0,0,0,245
"adinross",0,0,0,160,1630,0,0,0,0,1700
"adinross",0,0,3,100,690,0,0,0,0,250
"adinross",0,0,0,105,495,0,0,0,0,2475
"adinross",0,0,0,110,175,0,0,0,0,1930
"adinross",0,0,0,10,340,0,0,0,0,300
"adinross",0,0,10,10,1895,0,0,0,0,515
"adinross",0,0,0,95,95,0,0,0,0,35
"adinross",0,0,0,70,115,0,0,0,0,1060
"adinross",0,0,0,75,75,0,0,0,0,2215
"adinross",0,0,0,20,25,0,0,0,0,245
"adinross",0,1,4,65,2470,0,0,0,1,495
"adinross",0,0,0,435,6745,0,0,0,0,0
"adinross",0,0,0,65,270,0,0,0,0,1440
"adinross",0,0,0,5,1615,0,0,0,0,5
"adinross",1,1,1,135,870,0,1,0,71,1335
"adinross",0,0,0,375,2020,0,0,0,0,965
"adinross",0,0,10,35,230,0,0,0,14,735
"adinross",0,0,0,5,395,0,0,0,0,605
"adinross",0,0,0,5,5,0,0,0,0,0
"adinross",0,0,0,560,5860,0,0,0,0,2275
"adinross",0,7,7,5,5,0,0,0,7,5
"adinross",0,0,0,70,250,0,0,0,0,2745
"adinross",0,0,4,30,1930,0,0,0,0,660
"adinross",0,0,39,90,4990,0,0,0,5,2545
"adinross",0,3,29,190,2210,0,0,0,13,245
"adinross",0,0,2,250,1070,0,0,0,2,1410
"adinross",0,0,0,115,1180,0,0,0,0,885
"adinross",0,0,0,60,3795,0,0,0,17,1820
"adinross",0,0,0,10,2000,0,0,0,0,1160
"adinross",0,0,0,565,6065,0,0,0,0,2680
"adinross",0,2,12,40,320,0,0,0,83,555
"adinross",0,0,0,110,1260,1,0,1,0,525
"adinross",0,0,3,10,955,0,0,0,0,15
"adinross",0,5,7,145,840,1,0,1,1,560
"adinross",0,0,0,30,105,0,0,0,0,245
"adinross",1,4,8,5,3300,0,0,0,6,30
"adinross",0,0,0,55,5980,0,0,0,0,3120
"adinross",0,0,0,455,7170,0,0,0,0,165
"adinross",0,0,0,405,2930,0,0,0,0,200
"adinross",0,16,71,95,1545,0,0,0,56,2125
"adinross",0,0,0,45,45,0,0,0,0,1400
"adinross",0,0,0,215,2205,0,0,0,0,580
"adinross",0,0,0,45,345,0,0,0,0,1440
"adinross",0,2,2,70,410,0,0,0,0,80
"adinross",0,0,0,200,240,0,0,0,0,1635
"adinross",0,0,0,40,1495,0,0,0,0,1245
"adinross",1,0,0,5,5,0,0,0,0,20
"adinross",0,4,4,20,20,0,0,0,175,220
"adinross",0,1,6,20,135,0,0,0,0,55
"adinross",0,0,0,190,1155,1,0,1,0,935
"adinross",0,0,0,5,15,0,0,0,0,165
"adinross",0,7,28,45,195,0,0,0,91,630
"adinross",0,0,0,35,35,0,0,0,1,45
"adinross",0,0,7,25,170,0,0,0,0,25
"adinross",0,0,0,30,210,0,0,0,1,1530
"adinross",0,0,1,75,745,0,0,0,7,1635
"adinross",0,0,0,10,1595,0,0,0,0,10
"adinross",0,0,0,95,400,0,0,0,0,95
"adinross",0,0,0,405,2360,0,0,0,0,305
"adinross",0,0,0,130,1315,0,0,0,0,1030
"adinross",1,0,2,60,780,0,1,0,2,585
"adinross",0,0,1,30,1770,0,0,0,0,180
"adinross",0,0,0,30,185,0,0,0,1,1225
"adinross",1,0,0,25,45,0,0,0,12,215
"adinross",0,0,56,15,2170,0,0,0,11,570
"adinross",0,4,4,25,25,0,0,0,4,110
"adinross",0,0,0,130,130,0,0,0,0,345
"adinross",0,0,0,155,1630,0,0,0,0,535
"adinross",0,0,0,130,1750,0,0,0,0,525
"adinross",1,2,4,10,15,0,0,0,106,350
"adinross",0,0,0,25,210,0,0,0,14,1295
"adinross",0,0,0,145,1535,0,0,0,0,1295
"adinross",1,1,5,215,650,0,0,0,1,285
"adinross",1,0,0,60,165,1,0,1,0,505
"adinross",0,2,66,190,2245,0,0,0,6,885
"adinross",0,0,0,10,10,0,0,0,0,0
"adinross",0,0,12,20,370,0,0,1,72,1060
"adinross",0,0,0,185,1290,0,0,0,0,1375
"adinross",0,0,0,50,125,1,0,1,0,60
"adinross",0,0,0,80,2080,0,0,0,0,1820
"adinross",0,0,0,135,695,0,0,0,0,1375
"adinross",0,0,0,5,90,0,0,0,0,1635
"adinross",0,0,0,15,5165,0,0,0,0,2750
"adinross",0,0,0,50,50,0,0,0,0,215
"adinross",0,0,0,15,1390,0,0,0,0,2065
"adinross",0,1,1,120,230,1,0,1,0,10
"adinross",1,0,0,10,10,0,0,0,0,35
"adinross",0,2,2,30,30,0,0,0,0,40
"adinross",0,0,0,30,2415,0,0,0,0,1035
"adinross",0,5,10,5,50,0,0,0,6,40
"adinross",1,1,1,295,300,0,0,0,5,280
"adinross",0,0,0,530,670,0,0,0,0,435
"adinross",0,3,3,190,320,0,0,0,16,1420
"adinross",0,0,0,55,5865,0,0,0,0,3155
"adinross",0,0,23,180,2975,0,0,0,0,810
"adinross",0,0,0,50,1075,0,0,0,0,390
"adinross",1,4,4,45,50,0,0,0,0,65
"adinross",0,0,0,35,35,0,0,0,9,60
"adinross",0,0,0,85,1225,0,0,0,0,230
"adinross",0,0,0,45,410,1,0,1,0,20
"adinross",0,0,10,10,350,0,0,0,0,50
"adinross",0,0,0,35,35,0,0,0,0,755
"adinross",0,0,1,150,2690,0,1,0,3,2280
"adinross",0,0,0,840,24395,0,0,0,0,22115
"adinross",0,0,0,405,640,0,0,0,0,145
"adinross",0,1,1,210,1360,0,0,0,3,1620
"adinross",0,0,0,5,295,0,0,0,0,1860
"adinross",0,0,0,60,90,0,0,0,0,20
"adinross",0,0,0,90,600,0,0,0,0,235
"adinross",1,1,1,170,250,0,0,0,28,1370
"adinross",0,0,0,65,1935,0,0,0,0,805
"adinross",0,0,0,20,375,0,0,0,0,465
"adinross",0,0,0,5,20,0,0,0,0,825
"adinross",0,0,0,120,490,0,0,0,0,420
"adinross",0,0,0,610,7140,0,0,0,0,1125
"adinross",0,0,0,5,375,0,0,1,1,275
"adinross",0,0,1,35,1800,0,0,0,1,545
"adinross",0,0,0,20,465,0,0,0,1,305
"adinross",1,0,0,10,55,0,0,0,0,30
"adinross",0,0,0,135,1115,0,0,0,0,715
"adinross",0,0,2,70,1120,0,1,0,0,20
"adinross",0,0,0,40,165,0,0,0,0,265
"adinross",0,0,10,155,255,0,0,0,5,480
"adinross",0,1,1,45,45,0,0,0,1,185
"adinross",0,0,0,675,6525,0,0,0,0,1960
"adinross",0,1,2,100,870,0,0,0,1,155
"adinross",0,0,1,220,1855,0,0,0,6,295
"adinross",0,0,0,90,1985,0,0,0,0,340
"adinross",0,0,0,205,8395,0,0,0,0,7420
"adinross",0,0,0,10,10,0,0,0,0,855
"adinross",0,0,0,65,1135,0,0,0,0,370
"adinross",0,0,0,75,115,0,0,0,0,1365
"adinross",0,0,0,55,1930,0,0,0,0,220
"adinross",0,0,4,60,1770,0,0,0,1,775
"adinross",1,0,39,5,420,0,1,0,157,3515
"adinross",0,0,0,65,1345,0,0,0,0,190
"adinross",0,0,0,10,20,0,0,0,0,110
"adinross",0,0,0,130,1790,0,0,0,0,860
"adinross",1,0,2,35,260,0,0,0,11,345
"adinross",0,0,0,85,680,0,0,0,0,1580
"adinross",1,0,0,50,385,0,0,1,0,135
"adinross",0,0,0,45,920,0,0,0,0,1425
"adinross",0,0,0,165,1635,0,0,0,0,100
"adinross",0,0,0,165,2345,0,0,0,0,565
"adinross",0,0,0,120,1235,0,0,0,0,60
"adinross",0,0,0,15,315,0,0,0,0,15
"adinross",0,0,0,45,80,0,0,0,0,115
"adinross",0,0,26,10,720,0,0,0,15,475
"adinross",0,0,0,80,1130,0,0,0,0,605
"adinross",0,2,2,165,635,0,0,0,9,725
"adinross",0,0,0,20,2245,0,0,0,0,770
"adinross",0,0,7,415,3860,0,0,0,0,940
"adinross",0,0,0,150,1090,0,0,0,0,2270
"adinross",1,0,0,30,30,0,0,0,0,20
"adinross",0,0,0,60,75,0,0,0,0,75
"adinross",0,0,0,135,505,0,0,0,0,685
"adinross",0,0,0,110,400,0,0,0,0,1475
"adinross",0,0,0,180,905,0,0,0,0,220
"adinross",1,0,8,40,1875,0,0,0,2,3290
"adinross",0,0,0,35,330,0,0,0,0,1870
"adinross",0,0,0,355,2565,0,0,0,0,490
"adinross",0,0,0,15,565,0,0,0,0,1870
"adinross",0,0,0,405,5990,0,0,0,0,1825
"adinross",1,1,1,65,375,0,0,0,0,130
"adinross",0,0,0,65,1770,0,0,0,0,525
"adinross",0,0,0,15,2020,0,0,0,2,910
"adinross",0,0,2,25,355,0,0,0,2,205
"adinross",0,0,0,80,1760,0,0,0,0,160
"adinross",1,5,5,50,50,0,0,0,13,1610
"adinross",0,0,0,200,2590,0,0,0,0,340
"adinross",0,0,0,50,655,0,0,0,0,345
"adinross",0,0,0,50,1995,0,0,0,0,1030
"adinross",0,0,1,165,335,0,0,0,1,855
"adinross",0,0,0,60,215,1,0,1,1,1505
"adinross",0,0,0,30,655,0,0,0,0,2125
"adinross",1,0,0,15,15,0,0,0,0,20
"adinross",0,0,0,150,2315,0,0,0,0,550
"adinross",0,0,0,75,755,0,0,0,1,170
"adinross",0,0,0,60,1730,0,0,0,0,480
"adinross",0,0,21,65,445,0,0,0,7,290
"adinross",1,0,0,100,245,0,0,0,17,2495
"adinross",0,0,0,5,5,0,0,0,0,5
"adinross",0,0,0,1250,4220,0,0,1,0,2320
"adinross",0,0,0,115,760,0,0,0,0,210
"adinross",0,0,5,65,480,0,0,0,2,530
"adinross",1,0,0,30,45,0,0,0,0,65
"adinross",1,0,49,115,1150,0,1,0,97,2695
"adinross",0,0,4,15,220,0,0,0,7,640
"adinross",1,0,0,20,20,0,0,1,0,515
"adinross",0,0,0,30,1120,0,0,0,0,2235
"adinross",1,1,1,25,40,0,0,0,104,330
"adinross",0,0,0,55,1720,0,0,0,0,490
"adinross",0,0,0,200,1265,0,0,0,0,2355
"adinross",0,3,3,10,10,0,0,0,0,75
"adinross",1,1,7,190,5170,1,0,1,6,245
"adinross",0,0,0,130,1500,0,0,0,0,975
"adinross",0,0,0,135,225,0,0,0,0,365
"adinross",0,0,0,10,135,0,0,0,0,615
"adinross",0,3,7,60,235,0,0,0,21,370
"adinross",0,0,0,25,160,0,0,0,0,265
"adinross",1,0,0,10,245,0,1,0,2,425
"adinross",0,0,2,10,80,1,0,1,0,185
"adinross",0,0,0,210,1610,0,0,0,0,850
"adinross",0,3,3,30,95,0,0,0,6,235
"adinross",0,0,0,15,360,0,1,1,0,1940
"adinross",1,1,5,135,3520,0,1,0,1,1435
"adinross",0,0,0,125,230,0,0,0,0,195
"adinross",0,0,0,40,40,0,0,0,0,695
"adinross",0,0,0,35,1775,0,0,0,0,1590
"adinross",0,0,0,210,2280,0,0,0,0,340
"adinross",0,0,0,45,1745,0,0,0,0,1205
"adinross",0,0,0,5,5,0,0,0,0,35
"adinross",0,0,0,235,2895,0,0,0,0,15
"adinross",0,2,4,45,110,0,0,0,2,330
"adinross",0,0,0,75,325,0,0,0,0,2155
"adinross",0,0,0,75,2115,0,0,0,0,1050
"adinross",0,0,0,870,1815,0,0,0,0,475
"adinross",0,0,6,10,385,0,1,0,4,195
"adinross",0,0,0,325,1570,0,0,0,0,2230
"adinross",0,0,0,190,2545,0,0,0,0,90
"adinross",0,0,0,30,1915,0,0,0,0,520
"adinross",0,0,0,45,1170,0,0,0,31,1990
"adinross",0,0,0,585,7505,0,0,0,0,1150
"adinross",0,0,4,320,2085,0,1,0,4,145
"adinross",0,0,0,30,60,0,0,0,0,1145
"adinross",0,0,0,85,90,0,0,0,0,310
"adinross",0,0,0,35,80,0,0,0,0,105
"adinross",0,5,5,130,130,0,0,0,0,145
"adinross",0,0,4,10,895,0,0,0,0,220
"adinross",0,0,0,135,1575,0,0,0,0,395
"adinross",0,0,0,35,1250,0,0,0,0,1625
"adinross",1,0,0,5,35,0,0,0,1,15
"adinross",1,2,2,65,65,0,0,0,0,60
"adinross",0,0,0,185,265,0,0,0,0,1450
"adinross",0,0,0,70,80,0,0,0,0,25
"adinross",0,0,1,140,3025,0,0,0,5,1955
"adinross",0,0,0,65,960,0,0,0,0,145
"adinross",0,7,34,125,365,0,0,0,62,375
"adinross",1,0,99,5,1875,0,1,0,84,2730
"adinross",0,3,20,35,2540,0,0,0,5,1290
"adinross",0,0,0,5,280,0,0,0,0,685
"adinross",1,0,0,70,170,0,0,0,0,180
"adinross",0,0,0,405,2025,0,0,0,0,365
"adinross",1,1,5,130,2250,0,0,0,4,2475
"adinross",0,0,0,10,10,0,0,0,0,80
"adinross",0,0,0,50,80,0,0,0,0,15
"adinross",0,2,29,15,1675,0,0,0,15,1790
"adinross",0,0,0,10,10,0,0,0,0,20
"adinross",0,0,0,105,730,0,0,0,0,1920
"adinross",0,0,0,20,105,0,0,0,0,235
"adinross",1,2,6,35,285,0,0,0,1,490
"adinross",0,0,24,530,6565,0,1,1,17,1785
"adinross",0,0,0,345,3025,0,0,0,0,140
"adinross",0,0,0,200,2210,0,0,0,0,290
"adinross",0,0,0,10,1700,0,0,0,0,640
"adinross",1,1,5,40,1845,0,0,0,7,1800
"adinross",0,0,0,55,55,0,0,0,0,25
"adinross",0,0,0,10,20,0,0,0,0,130
"adinross",0,0,0,15,15,0,0,0,0,170
"adinross",0,0,0,505,7400,0,0,0,0,160
"adinross",0,0,0,45,95,0,0,0,0,2475
"adinross",0,0,0,175,1825,0,0,0,0,485
"adinross",1,4,4,40,40,0,0,0,0,40
"adinross",0,0,0,115,205,0,0,0,1,2345
"adinross",0,0,0,35,910,0,0,0,2,1705
"adinross",0,0,0,5,675,0,0,1,0,180
"adinross",1,0,0,35,280,0,0,0,0,470
"adinross",0,0,0,5,705,0,0,0,0,1525
"adinross",0,0,0,5,5,0,0,0,0,925
"adinross",1,0,0,15,15,0,0,1,0,315
"adinross",0,0,0,15,145,0,0,0,0,10
"adinross",1,0,2,20,715,0,0,0,0,695
"adinross",0,0,0,10,165,0,0,0,0,300
"adinross",0,0,1,25,105,0,0,0,0,930
"adinross",0,0,0,340,630,0,0,0,0,1865
"adinross",0,0,0,25,120,0,0,0,0,2330
"adinross",0,0,0,35,1730,0,0,0,0,1180
"adinross",1,0,2,95,730,0,0,0,1,55
"adinross",1,0,0,70,415,0,0,0,0,425
"adinross",0,0,0,185,2220,0,0,0,0,495
"adinross",1,0,0,245,965,0,0,0,0,2090
"adinross",0,0,0,35,35,0,0,0,0,300
"adinross",0,0,0,85,1160,0,0,0,0,425
"adinross",0,0,0,480,2395,0,0,0,0,300
"adinross",0,0,0,5,970,0,0,1,0,770
"adinross",0,0,0,155,155,0,0,0,0,1410
"adinross",0,0,0,30,105,0,0,0,0,1330
"adinross",0,0,0,25,25,0,0,0,0,195
"adinross",0,0,0,125,3230,0,0,0,0,1165
"adinross",0,0,0,5,2085,1,0,1,0,290
"adinross",0,1,1,395,1190,0,0,0,0,275
"adinross",0,0,0,615,980,0,0,1,0,2065
"adinross",1,14,14,620,625,0,0,1,13,1705
"adinross",0,0,0,5,10,0,0,0,1,390
"adinross",0,11,19,265,1910,1,0,1,60,4040
"adinross",1,0,2,140,410,0,0,0,0,135
"adinross",0,0,2,25,2070,0,0,0,3,925
"adinross",1,0,0,5,15,0,0,0,0,170
"adinross",0,0,0,25,1200,0,0,0,0,1980
"adinross",0,1,65,50,1910,0,0,0,119,3450
"adinross",0,0,0,30,820,0,0,0,0,1290
"adinross",1,0,3,35,1400,0,0,0,5,355
"adinross",1,0,2,60,385,0,0,1,0,115
"adinross",0,0,0,35,460,0,0,0,0,15
"adinross",0,0,0,60,2400,0,0,0,0,480
"adinross",0,0,4,30,860,0,0,0,6,2200
"adinross",1,0,0,45,285,0,0,0,0,195
"adinross",0,10,149,220,2550,0,0,0,65,2130
"adinross",0,0,0,10,20,0,0,0,0,190
"adinross",0,1,1,10,20,0,0,0,0,60
"adinross",0,0,0,55,70,0,0,0,0,65
"adinross",1,2,66,530,5130,0,0,0,3,2670
"adinross",1,0,3,5,1720,0,0,1,28,1905
"adinross",1,10,38,35,1250,0,1,0,5,155
"adinross",0,0,2,220,685,0,0,0,0,820
"adinross",0,0,43,35,2775,0,0,0,1,1090
"adinross",0,0,0,185,2065,0,0,0,0,95
"adinross",0,0,1,10,1370,0,0,0,0,75
"adinross",0,0,0,65,1780,0,0,0,0,1125
"adinross",1,2,4,40,1015,0,0,0,56,3165
"adinross",0,0,8,10,20,1,0,1,27,795
"adinross",0,0,2,15,90,0,0,0,0,55
"adinross",0,0,0,150,2490,0,0,0,0,295
"adinross",0,0,0,40,45,0,0,0,7,235
"adinross",0,0,0,370,2550,0,0,0,0,870
"adinross",0,0,0,50,50,0,0,0,0,0
"adinross",0,10,11,170,180,0,0,0,15,9205
"adinross",0,0,0,20,20,0,0,0,0,35
"adinross",0,0,0,120,260,0,0,0,0,155
"adinross",1,0,13,35,250,0,1,0,21,725
"adinross",0,0,0,15,280,0,0,0,0,1910
"adinross",0,0,0,10,1500,0,0,0,0,235
"adinross",0,0,0,170,1985,0,0,0,0,455
"adinross",0,0,0,5,5,0,0,0,0,35
"adinross",0,0,0,335,675,0,0,1,0,450
"adinross",0,6,80,35,645,0,0,1,52,650
"adinross",0,0,0,1265,1390,0,0,0,0,695
"adinross",0,0,11,325,3175,0,0,0,7,2585
"adinross",1,7,180,55,565,0,0,0,462,2045
"adinross",0,1,2,55,1345,0,0,0,10,735
"adinross",1,0,0,100,265,1,0,1,2,2440
"adinross",0,0,0,15,1845,0,0,0,0,565
"adinross",0,0,3,85,195,1,0,1,0,110
"adinross",0,0,1,240,3160,0,0,0,1,4230
"adinross",0,0,0,145,2270,0,0,0,0,175
"adinross",0,0,0,145,770,0,0,0,0,2195
"adinross",1,0,3,185,2060,0,1,0,1,1035
"adinross",0,0,0,50,1750,0,0,0,0,850
"adinross",0,5,12,105,470,0,0,0,0,75
"adinross",0,0,0,40,405,0,0,0,0,30
"adinross",0,0,0,70,1495,0,0,0,0,1255
"adinross",0,2,2,85,85,0,0,0,0,130
"adinross",0,3,3,55,125,0,0,0,0,95
"adinross",1,1,10,60,500,0,0,0,2,230
"adinross",0,0,0,225,1425,0,0,0,0,345
"adinross",1,3,3,25,25,0,0,0,0,65
"adinross",0,0,0,140,1390,1,0,1,0,495
"adinross",0,2,2,130,1680,0,0,0,0,1015
"adinross",0,0,0,55,60,0,0,0,5,235
"adinross",0,0,0,60,150,0,0,0,0,2290
"adinross",0,1,8,135,405,0,0,0,1,170
"adinross",0,0,0,120,200,0,0,0,0,175
"adinross",0,0,0,405,2865,0,0,0,0,250
"adinross",0,10,15,140,245,0,0,0,1,80
"adinross",0,0,0,60,1855,0,0,0,0,1300
"adinross",0,0,0,145,355,0,0,0,0,150
"adinross",0,0,0,215,1940,0,0,0,0,820
"adinross",0,0,0,50,5805,0,0,0,0,3645
"adinross",0,0,0,390,2005,0,0,0,0,425
"adinross",0,0,0,5,1935,0,0,0,0,530
"adinross",1,2,43,10,1980,1,1,1,7,1800
"adinross",0,0,0,410,2450,0,0,0,0,225
"adinross",0,0,0,5,5,1,0,1,1,895
"adinross",0,0,0,5,200,0,0,0,0,95
"adinross",0,0,0,540,910,0,0,0,0,425
"adinross",1,5,6,5,625,0,0,0,43,870
"adinross",0,0,0,185,3390,0,0,0,0,510
"adinross",0,0,3,5,900,0,0,0,0,440
"adinross",0,0,5,10,345,0,0,0,0,15
"adinross",0,1,1,100,1230,0,0,0,7,2260
"adinross",0,7,9,200,435,0,0,0,1,595
"adinross",0,13,16,240,690,0,0,0,30,2325
"adinross",0,0,0,370,705,0,0,0,0,1805
"adinross",0,0,1,65,875,0,0,0,0,625
"adinross",0,0,0,60,60,0,0,0,1,155
"adinross",0,0,0,5,5,0,0,0,4,20
"adinross",0,0,0,75,2100,0,0,0,0,810
"adinross",0,0,0,570,6615,0,0,0,0,2085
"adinross",0,1,4,85,125,0,0,0,0,505
"adinross",0,0,6,5,50,0,0,1,4,55
"adinross",0,0,0,110,2650,0,0,0,0,140
"adinross",0,0,0,75,1345,0,0,0,0,4020
"adinross",0,0,0,140,2225,0,0,0,0,1145
"adinross",1,4,77,20,680,0,1,0,25,245
"adinross",0,0,0,30,240,0,0,0,0,530
"adinross",0,0,0,55,1680,0,0,0,0,1065
"adinross",0,0,0,160,1915,0,0,0,0,595
"adinross",1,0,0,55,55,0,0,1,0,105
"adinross",0,0,0,10,320,0,0,0,0,0
"adinross",0,0,0,140,2055,0,0,0,0,700
"adinross",0,0,0,25,305,0,0,0,0,2135
"adinross",0,0,5,10,285,1,0,1,0,5
"adinross",0,0,0,5,950,0,0,0,0,1625
"adinross",0,52,556,405,4005,1,0,1,95,580
"adinross",0,0,0,55,1135,0,0,0,0,1250
"adinross",1,2,2,215,935,0,0,0,0,2915
"adinross",0,0,0,5,220,0,0,0,1,525
"adinross",0,0,0,5,6150,0,0,0,0,3420
"adinross",0,1,1,10,10,0,0,0,8,405
"adinross",1,0,0,15,15,0,0,0,0,485
"adinross",0,0,0,35,1390,0,0,0,0,65
"adinross",0,0,0,15,160,0,0,0,0,50
"adinross",1,1,1,50,50,0,0,1,1,175
"adinross",1,0,7,140,1785,0,0,0,3,220
"adinross",0,0,0,120,200,0,0,0,1,655
"adinross",0,0,0,180,180,0,0,0,0,615
"adinross",0,0,0,185,2080,0,0,0,0,650
"adinross",0,0,0,180,2300,0,0,0,0,360
"adinross",0,0,0,155,2590,0,0,0,0,865
"adinross",0,0,0,40,5365,0,0,0,0,3195
"adinross",0,0,1,30,60,0,0,0,0,265
"adinross",0,0,0,40,200,0,0,0,0,25
"adinross",0,0,3,215,2480,0,0,0,2,290
"adinross",0,0,0,400,3095,0,0,0,0,215
"adinross",0,0,0,35,75,0,0,0,1,1170
"adinross",0,0,0,5,1365,0,0,0,0,375
"adinross",0,9,11,35,55,0,0,0,16,545
"adinross",1,0,0,15,15,0,0,0,0,190
"adinross",0,0,0,95,495,0,0,0,0,1610
"adinross",0,0,0,20,90,0,0,0,0,1365
"adinross",0,0,0,170,585,0,0,0,0,790
"adinross",1,2,35,25,705,0,0,0,13,2060
"adinross",0,0,0,5,830,0,0,0,0,285
"adinross",0,0,0,170,2505,0,0,0,0,395
"adinross",0,0,0,10,100,0,0,0,0,590
"adinross",1,0,7,10,455,0,1,0,9,155
"adinross",0,0,0,35,335,0,0,0,0,2620
"adinross",0,0,0,40,40,0,0,0,1,215
"adinross",1,37,37,80,80,1,0,1,3,15
"adinross",0,0,0,90,150,0,0,0,0,1445
"adinross",0,0,0,105,460,0,0,0,0,120
"adinross",0,1,6,15,910,0,0,0,3,800
"adinross",0,8,109,70,375,0,0,0,4,130
"adinross",1,0,0,10,160,0,0,0,4,100
"adinross",1,3,3,45,150,0,0,0,0,65
"adinross",0,0,0,165,1350,0,0,0,0,1715
"adinross",0,0,0,190,2540,0,0,0,0,400
"adinross",0,0,0,55,1530,0,0,0,0,1285
"adinross",0,0,0,180,1120,0,0,0,0,175
"adinross",0,0,0,60,1875,0,0,0,0,745
"adinross",1,0,0,20,40,0,0,0,1,90
"adinross",0,0,0,55,75,0,0,0,0,135
