"Week","Geography","QuantityConventional","QuantityOrganic","ASPConventional","ASPOrganic","Month","Year"
2021-01-10,"Grand Rapids",337621.2321,8419.455841,0.908838261,1.282887037,1,2021
2021-01-10,"Harrisburg/Scranton",506292.2992,24974.87301,0.928041433,1.187133091,1,2021
2021-01-10,"Hartford/Springfield",472960.1927,28414.09345,1.109453368,1.545957162,1,2021
2021-01-10,"Houston",1111386.26,23007.87255,0.763997757,1.384724274,1,2021
2021-01-10,"Indianapolis",349599.1207,12299.66909,0.804505616,1.336422487,1,2021
2021-01-10,"Jacksonville",288147.194,13985.06384,0.757979041,1.116474027,1,2021
2021-01-10,"Las Vegas",382093.5561,21219.49694,0.927709168,1.466250559,1,2021
2021-01-10,"Los Angeles",3456462.979,186729.1534,1.097905226,1.639958829,1,2021
2021-01-10,"Louisville",152862.1989,9361.116454,0.891332336,1.547098662,1,2021
2021-01-10,"Miami/Ft. Lauderdale",1277397.483,68094.14469,0.794000404,1.010346385,1,2021
2021-01-10,"Nashville",358784.5742,26157.04497,0.794474724,1.367241878,1,2021
2021-01-10,"Northern New England",576738.3557,18826.67836,1.113348297,1.757291495,1,2021
2021-01-10,"New Orleans/Mobile",367181.5008,12285.48727,0.717206902,0.995699592,1,2021
2021-01-10,"New York",2593804.009,157933.5196,1.0663386,1.427328944,1,2021
2021-01-10,"Orlando",778084.9509,37614.70997,0.727018599,1.018530037,1,2021
2021-01-10,"Peoria/Springfield",216333.1868,6536.976895,0.806743437,1.309742059,1,2021
2021-01-10,"Philadelphia",848739.598,42754.39053,0.931640895,1.444981929,1,2021
2021-01-10,"Phoenix/Tucson",1418431.827,43642.96576,0.749101739,1.264992129,1,2021
2021-01-10,"Pittsburgh",250169.0535,19665.68082,0.809572996,1.218192894,1,2021
2021-01-10,"Portland",898141.0103,56888.31803,0.922081095,1.472005734,1,2021
2021-01-10,"Providence",130323.6248,6468.856595,1.174835657,1.51088663,1,2021
2021-01-10,"Raleigh/Greensboro",537803.188,30102.6647,0.914758617,1.35418339,1,2021
2021-01-10,"Richmond/Norfolk",380518.7423,38436.84172,0.934166562,1.077305273,1,2021
2021-01-10,"Roanoke",228562.9003,18338.80649,0.872328027,1.17725204,1,2021
2021-01-10,"Sacramento",521501.2729,22169.9189,1.288242678,1.782887494,1,2021
2021-01-10,"San Diego",600016.3985,40496.86753,1.167146451,1.790612849,1,2021
2021-01-10,"San Francisco",839079.6605,81397.66531,1.494505776,1.872266338,1,2021
2021-01-10,"Seattle",697009.9563,91147.82587,1.155966926,1.663320147,1,2021
2021-01-10,"South Carolina",636101.5683,35701.32438,0.84051779,1.269599106,1,2021
2021-01-10,"Spokane",98651.47062,5702.038494,0.985006416,1.65430567,1,2021
2021-01-10,"St. Louis",340113.1271,13662.81623,0.71970778,1.295716267,1,2021
2021-01-10,"Syracuse",134392.2697,6124.940487,0.977713428,1.470630377,1,2021
2021-01-10,"Tampa",788711.466,34424.9101,0.745111424,0.908890596,1,2021
2021-01-10,"Toledo",210548.2561,6370.715208,0.788831416,1.383846654,1,2021
2021-01-10,"West Tex/New Mexico",986366.7748,48395.09581,0.677437199,1.278375066,1,2021
2021-01-10,"Wichita",125478.167,5509.524502,0.700822295,1.233289312,1,2021
2021-01-10,"California",6858262.75,394732.1501,1.189119993,1.745864279,1,2021
2021-01-10,"Great Lakes",6309971.574,242688.5792,0.857208571,1.400890159,1,2021
2021-01-10,"Midsouth",5075838.246,353062.1876,0.925696424,1.255538482,1,2021
2021-01-10,"Northeast",7187189.207,415082.4828,1.04216728,1.455640248,1,2021
2021-01-10,"Plains",2774438.993,76780.06354,0.782460931,1.20573051,1,2021
2021-01-10,"South Central",6018427.534,199150.5282,0.727104031,1.257919463,1,2021
2021-01-10,"Southeast",6767693.995,331286.2874,0.779351976,1.132725822,1,2021
2021-01-10,"West",8100503.912,429967.8322,0.886782376,1.424944336,1,2021
2021-01-10,"Total U.S.",49092326.21,2442750.111,0.911708898,1.395005927,1,2021
2021-01-17,"Albany",181384.7813,4077.660942,0.945282429,1.393652806,1,2021
2021-01-17,"Atlanta",903890.1576,51192.02577,0.801632402,1.373126742,1,2021
2021-01-17,"Baltimore/Washington",1329156.357,98309.92687,1.035952361,1.180105646,1,2021
2021-01-17,"Birmingham/Montgomery",398209.4863,14627.25284,0.782556959,1.207581317,1,2021
2021-01-17,"Boise",149688.5018,6839.511076,0.935634044,1.475798534,1,2021
2021-01-17,"Boston",747188.0424,62104.06344,1.230148411,1.333513584,1,2021
2021-01-17,"Buffalo/Rochester",280075.4441,18201.17438,0.926831683,1.528470445,1,2021
2021-01-17,"Charlotte",455006.1837,27509.01605,0.916271474,1.277353079,1,2021
2021-01-17,"Chicago",1418800.225,97226.6253,0.924041179,1.198044121,1,2021
2021-01-17,"Cincinnati/Dayton",346666.8388,19270.66151,0.868648233,1.480041407,1,2021
2021-01-17,"Columbus",306520.3965,13254.01312,0.879843309,1.433048984,1,2021
2021-01-17,"Dallas/Ft. Worth",1598684.189,96771.08872,0.706364244,1.071236582,1,2021
2021-01-17,"Denver",1057225.374,63180.588,0.938928041,1.223275091,1,2021
2021-01-17,"Detroit",634980.7283,30685.16926,0.892240354,1.203024916,1,2021
2021-01-17,"Grand Rapids",292619.4764,14239.68799,0.968292548,1.008642253,1,2021
2021-01-17,"Harrisburg/Scranton",485001.1241,24947.88161,0.938926406,1.186608798,1,2021
2021-01-17,"Hartford/Springfield",499208.8114,39352.29776,1.058116862,1.270093657,1,2021
2021-01-17,"Houston",1271955.284,29827.00604,0.697269414,1.161862212,1,2021
2021-01-17,"Indianapolis",318209.6601,11016.23723,0.832418798,1.33926027,1,2021
2021-01-17,"Jacksonville",290630.7569,13102.43155,0.807092037,1.109588631,1,2021
2021-01-17,"Las Vegas",436766.7672,19613.77345,0.860012398,1.432577032,1,2021
2021-01-17,"Los Angeles",3362396.79,195707.4109,1.092668361,1.578123059,1,2021
2021-01-17,"Louisville",163719.0598,8083.541671,0.874233683,1.39244528,1,2021
2021-01-17,"Miami/Ft. Lauderdale",1276308.835,62424.09364,0.814806806,1.05897492,1,2021
2021-01-17,"Nashville",344980.3674,26372.69585,0.811126736,1.308642355,1,2021
2021-01-17,"Northern New England",684911.0615,19786.14044,0.908658358,1.67013185,1,2021
2021-01-17,"New Orleans/Mobile",359120.4717,13599.28642,0.741834244,1.005022787,1,2021
2021-01-17,"New York",2797103.178,186669.6191,1.00810191,1.288068958,1,2021
2021-01-17,"Orlando",782725.9444,34554.9522,0.760681768,1.038614277,1,2021
2021-01-17,"Peoria/Springfield",202255.9998,6220.35306,0.806927058,1.339048132,1,2021
2021-01-17,"Philadelphia",890526.0561,35959.4156,0.911692904,1.485323305,1,2021
2021-01-17,"Phoenix/Tucson",1426401.843,39451.9922,0.754388634,1.253415564,1,2021
2021-01-17,"Pittsburgh",193987.3951,15523.30597,0.929080809,1.293659475,1,2021
2021-01-17,"Portland",831893.6199,53516.71533,0.957997489,1.435725968,1,2021
2021-01-17,"Providence",106096.4949,10316.79702,1.320707867,1.242829129,1,2021
2021-01-17,"Raleigh/Greensboro",558210.3458,34518.30188,0.882343706,1.325648071,1,2021
2021-01-17,"Richmond/Norfolk",406731.5112,39132.17757,0.858376046,1.026887397,1,2021
2021-01-17,"Roanoke",239879.2434,18873.66487,0.829999863,1.097111802,1,2021
2021-01-17,"Sacramento",574030.0917,23082.89073,1.101248801,1.705665151,1,2021
2021-01-17,"San Diego",599590.3996,38167.92092,1.136581219,1.742217054,1,2021
2021-01-17,"San Francisco",831589.8524,83039.96204,1.466355657,1.890003379,1,2021
2021-01-17,"Seattle",692717.0837,85688.08935,1.167152575,1.688464102,1,2021
2021-01-17,"South Carolina",615707.4718,34517.38872,0.831097923,1.280323353,1,2021
2021-01-17,"Spokane",100361.5208,5593.865436,0.980239637,1.590967431,1,2021
2021-01-17,"St. Louis",326647.6933,12668.34141,0.779334599,1.357110493,1,2021
2021-01-17,"Syracuse",132075.5495,5416.003693,0.927013984,1.494176552,1,2021
2021-01-17,"Tampa",785355.3647,32752.84591,0.779459616,0.93655626,1,2021
2021-01-17,"Toledo",183589.8402,5386.171157,0.840058408,1.270508159,1,2021
2021-01-17,"West Tex/New Mexico",976592.9664,25230.90733,0.695377006,1.279109674,1,2021
2021-01-17,"Wichita",125558.424,3358.056744,0.721691509,1.155827936,1,2021
2021-01-17,"California",6864019.004,406028.7604,1.151646075,1.701653488,1,2021
2021-01-17,"Great Lakes",5733728.364,265628.6058,0.880540908,1.265472661,1,2021
2021-01-17,"Midsouth",5103494.033,356856.8077,0.903409853,1.216937384,1,2021
2021-01-17,"Northeast",7434520.315,460063.798,0.999347456,1.343640215,1,2021
2021-01-17,"Plains",2576826.974,68019.77706,0.865307897,1.258547403,1,2021
2021-01-17,"South Central",5968810.312,241981.7782,0.718971997,1.109194569,1,2021
2021-01-17,"Southeast",6712638.094,312929.0795,0.799084332,1.143896609,1,2021
2021-01-17,"West",7942035.093,405609.1407,0.886879973,1.424075402,1,2021
2021-01-17,"Total U.S.",48336072.19,2517117.747,0.908693419,1.338469808,1,2021
2021-01-24,"Albany",150683.6754,6608.028325,0.893822176,1.32168633,1,2021
2021-01-24,"Atlanta",988845.1621,47975.23607,0.804530141,1.394839865,1,2021
2021-01-24,"Baltimore/Washington",1551302.856,107354.8346,0.960681949,1.175332798,1,2021
2021-01-24,"Birmingham/Montgomery",441687.4172,13606.45159,0.798593994,1.188139702,1,2021
2021-01-24,"Boise",121157.1783,6857.520575,1.125243031,1.600796026,1,2021
2021-01-24,"Boston",721292.6662,44692.4968,1.284173583,1.607158522,1,2021
2021-01-24,"Buffalo/Rochester",291033.6403,18099.9465,0.929851343,1.480451737,1,2021
2021-01-24,"Charlotte",466236.2859,25430.29041,0.970405142,1.295034769,1,2021
2021-01-24,"Chicago",1378912.706,107696.1825,1.020519365,1.28250155,1,2021
2021-01-24,"Cincinnati/Dayton",331492.0778,20832.31873,0.908680413,1.625908011,1,2021
2021-01-24,"Columbus",310536.6462,14335.25475,0.897413596,1.485980989,1,2021
2021-01-24,"Dallas/Ft. Worth",1660677.056,73730.07488,0.727231921,1.254973301,1,2021
2021-01-24,"Denver",987342.5366,62911.80302,0.986762012,1.251653979,1,2021
2021-01-24,"Detroit",511198.6228,37701.18409,1.001767565,1.223021599,1,2021
2021-01-24,"Grand Rapids",220810.1375,11673.35143,1.195779492,1.121102169,1,2021
2021-01-24,"Harrisburg/Scranton",539208.5393,26108.98436,0.921096699,1.157802988,1,2021
2021-01-24,"Hartford/Springfield",517919.5248,27051.14857,1.041906174,1.542258965,1,2021
2021-01-24,"Houston",1305418.649,21451.69313,0.7087587,1.279678608,1,2021
2021-01-24,"Indianapolis",295462.403,12789.35282,0.898568013,1.45257097,1,2021
2021-01-24,"Jacksonville",319857.2565,12202.35785,0.835099902,1.156689602,1,2021
2021-01-24,"Las Vegas",570305.6853,18614.23548,0.739522751,1.44331318,1,2021
2021-01-24,"Los Angeles",3411377.975,188681.9533,1.056938218,1.447353937,1,2021
2021-01-24,"Louisville",146273.0503,8953.930996,0.838681543,1.45522602,1,2021
2021-01-24,"Miami/Ft. Lauderdale",1449984.727,60528.64903,0.826765842,1.061594741,1,2021
2021-01-24,"Nashville",364801.5267,25358.72081,0.81658702,1.315048708,1,2021
2021-01-24,"Northern New England",559256.4931,35672.45558,0.902704307,1.445371809,1,2021
2021-01-24,"New Orleans/Mobile",339073.959,12727.02234,0.775653192,1.008090385,1,2021
2021-01-24,"New York",2970305.023,152386.623,0.982253607,1.425489401,1,2021
2021-01-24,"Orlando",842795.5905,32962.74758,0.795072838,1.061180519,1,2021
2021-01-24,"Peoria/Springfield",186989.455,6426.007347,0.857921137,1.395657329,1,2021
2021-01-24,"Philadelphia",1032011.941,37298.94143,0.864950665,1.468228416,1,2021
2021-01-24,"Phoenix/Tucson",1831035.072,35655.86731,0.622261426,1.285425812,1,2021
2021-01-24,"Pittsburgh",233375.5726,16869.16338,0.832751298,1.296673834,1,2021
2021-01-24,"Portland",704013.7095,49835.80026,1.122853964,1.652602632,1,2021
2021-01-24,"Providence",124355.6379,7307.589887,1.239057752,1.468712375,1,2021
2021-01-24,"Raleigh/Greensboro",571991.4429,29002.72091,0.924884751,1.343357518,1,2021
2021-01-24,"Richmond/Norfolk",405529.0133,39410.88459,0.904476085,0.973303125,1,2021
2021-01-24,"Roanoke",235355.3186,19322.49584,0.867493043,1.091883295,1,2021
2021-01-24,"Sacramento",475126.0277,22141.74781,1.380024915,1.768719205,1,2021
2021-01-24,"San Diego",623635.4837,39728.50983,0.992970177,1.378080853,1,2021
2021-01-24,"San Francisco",761587.954,77247.55039,1.56104307,1.908470473,1,2021
2021-01-24,"Seattle",572685.9826,86918.13618,1.354879746,1.754958876,1,2021
2021-01-24,"South Carolina",664955.2055,31956.72544,0.856259624,1.309628891,1,2021
2021-01-24,"Spokane",81067.34157,8906.633906,1.112147287,1.670978638,1,2021
2021-01-24,"St. Louis",324348.5583,11589.13388,0.795907549,1.385533088,1,2021
2021-01-24,"Syracuse",135298.3319,6067.313111,0.913584981,1.419730104,1,2021
2021-01-24,"Tampa",837782.2055,30007.46684,0.801782469,0.931889686,1,2021
2021-01-24,"Toledo",173014.7725,6546.545381,0.891733517,1.340140224,1,2021
2021-01-24,"West Tex/New Mexico",1055737.271,33038.08686,0.708928411,1.117442369,1,2021
2021-01-24,"Wichita",123727.7803,4529.190861,0.733234419,1.242627031,1,2021
2021-01-24,"California",6611341.169,389566.4887,1.164088195,1.585137313,1,2021
2021-01-24,"Great Lakes",5365550.08,289689.8792,0.950725407,1.337520658,1,2021
2021-01-24,"Midsouth",5374915.641,355271.0629,0.906068812,1.208350003,1,2021
2021-01-24,"Northeast",7731485.021,415891.222,0.981806422,1.435520078,1,2021
2021-01-24,"Plains",2568257.249,68303.63061,0.867728848,1.286354693,1,2021
2021-01-24,"South Central",6136730.889,196074.659,0.742095303,1.247627245,1,2021
2021-01-24,"Southeast",7329294.4,296159.538,0.816458132,1.160112938,1,2021
2021-01-24,"West",8113479.381,411721.8101,0.883972062,1.484372692,1,2021
2021-01-24,"Total U.S.",49231053.83,2422678.29,0.918057846,1.369770177,1,2021
2021-01-31,"Albany",220153.295,4138.517037,0.957236963,1.387483528,1,2021
2021-01-31,"Atlanta",1104572.873,46539.57307,0.784691338,1.430160643,1,2021
2021-01-31,"Baltimore/Washington",1575489.461,98981.08955,0.928382837,1.190405024,1,2021
2021-01-31,"Birmingham/Montgomery",510389.5788,14772.04153,0.746806208,1.093766421,1,2021
2021-01-31,"Boise",152370.1962,10253.17473,0.927510574,1.264392619,1,2021
2021-01-31,"Boston",871200.3312,54811.14901,1.163691334,1.439055066,1,2021
2021-01-31,"Buffalo/Rochester",321460.8581,20787.82922,0.890805857,1.495343686,1,2021
2021-01-31,"Charlotte",622934.0978,24093.659,0.785463726,1.266686395,1,2021
2021-01-31,"Chicago",1878862.385,135838.1913,0.730469956,1.222696162,1,2021
2021-01-31,"Cincinnati/Dayton",402777.0851,21309.51491,0.759044424,1.458473208,1,2021
2021-01-31,"Columbus",362358.6524,14034.9773,0.719281343,1.405802686,1,2021
2021-01-31,"Dallas/Ft. Worth",2058102.038,67990.14228,0.670762847,1.218203173,1,2021
2021-01-31,"Denver",1331546.302,67447.48846,0.896975808,1.151047402,1,2021
2021-01-31,"Detroit",712881.4305,34991.63264,0.731565295,1.154469522,1,2021
2021-01-31,"Grand Rapids",361105.6056,9207.022447,0.785905826,1.139646947,1,2021
2021-01-31,"Harrisburg/Scranton",527131.9846,25678.26283,0.885551171,1.173801835,1,2021
2021-01-31,"Hartford/Springfield",582373.0582,33353.66516,0.994380208,1.410110556,1,2021
2021-01-31,"Houston",1469006.496,19888.75705,0.656264991,1.284193651,1,2021
2021-01-31,"Indianapolis",369759.8212,11973.92627,0.730115173,1.343005589,1,2021
2021-01-31,"Jacksonville",394863.9526,11925.36089,0.73412841,1.065523926,1,2021
2021-01-31,"Las Vegas",505391.1734,18997.55821,0.862904502,1.419684354,1,2021
2021-01-31,"Los Angeles",4891100.675,188224.8272,0.8558423,1.60168506,1,2021
2021-01-31,"Louisville",176916.6902,9157.459931,0.755154239,1.462490581,1,2021
2021-01-31,"Miami/Ft. Lauderdale",1604637.925,58438.53141,0.778910145,1.034470327,1,2021
2021-01-31,"Nashville",408464.5733,25701.58481,0.78933098,1.33425354,1,2021
2021-01-31,"Northern New England",764934.372,19998.23735,0.864478691,1.536389044,1,2021
2021-01-31,"New Orleans/Mobile",419915.7431,14873.22551,0.641565681,0.923205906,1,2021
2021-01-31,"New York",3012324.949,161733.4644,1.024080491,1.372345545,1,2021
2021-01-31,"Orlando",971540.3418,32245.89254,0.739386928,1.032684822,1,2021
2021-01-31,"Peoria/Springfield",245981.0609,7527.901646,0.692247215,1.273715269,1,2021
2021-01-31,"Philadelphia",929299.1414,37011.03562,0.900150189,1.450219097,1,2021
2021-01-31,"Phoenix/Tucson",1748396.543,38946.74239,0.648188612,1.257846025,1,2021
2021-01-31,"Pittsburgh",280422.7029,16774.05898,0.765643228,1.301334905,1,2021
2021-01-31,"Portland",878783.9881,61531.59556,0.919707526,1.526622239,1,2021
2021-01-31,"Providence",139065.6295,9476.649038,1.153288354,1.259062918,1,2021
2021-01-31,"Raleigh/Greensboro",753512.9541,29150.10203,0.764520378,1.296140933,1,2021
2021-01-31,"Richmond/Norfolk",490766.7846,41773.41416,0.768607746,0.956680853,1,2021
2021-01-31,"Roanoke",279973.5771,19221.81468,0.764727095,1.058811341,1,2021
2021-01-31,"Sacramento",737989.0463,22447.34752,1.032436152,1.746599717,1,2021
2021-01-31,"San Diego",861993.07,39666.37912,0.918648738,1.708127314,1,2021
2021-01-31,"San Francisco",1288013.945,77918.57564,0.990731153,1.801365019,1,2021
2021-01-31,"Seattle",713497.0849,127490.0539,1.112932588,1.313415522,1,2021
2021-01-31,"South Carolina",784406.4761,29662.77246,0.776454746,1.298850761,1,2021
2021-01-31,"Spokane",104803.0666,5513.934251,0.944087423,1.701809711,1,2021
2021-01-31,"St. Louis",478694.1486,10927.16966,0.607247265,1.38653663,1,2021
2021-01-31,"Syracuse",165427.477,5588.810647,0.894765725,1.475792926,1,2021
2021-01-31,"Tampa",1018315.175,33634.91615,0.735725383,0.852832797,1,2021
2021-01-31,"Toledo",219154.5664,6421.260461,0.675240751,1.257551218,1,2021
2021-01-31,"West Tex/New Mexico",1260809.351,35626.63898,0.646206282,1.089124859,1,2021
2021-01-31,"Wichita",160563.1056,5233.932159,0.685614811,1.245043817,1,2021
2021-01-31,"California",9709444.223,390947.2174,0.916127221,1.682934669,1,2021
2021-01-31,"Great Lakes",7099243.54,308357.3316,0.723464002,1.269259615,1,2021
2021-01-31,"Midsouth",6250441.184,351282.0616,0.814099787,1.199952307,1,2021
2021-01-31,"Northeast",8398655.101,427182.2503,0.966482528,1.389462052,1,2021
2021-01-31,"Plains",3568181.028,66923.30036,0.726120191,1.281063689,1,2021
2021-01-31,"South Central",7525411.181,188361.2321,0.668848775,1.206633134,1,2021
2021-01-31,"Southeast",8518736.937,297519.4351,0.759410116,1.118262428,1,2021
2021-01-31,"West",9276345.183,487430.337,0.834663441,1.313562852,1,2021
2021-01-31,"Total U.S.",60346458.38,2518003.165,0.813186099,1.330574373,1,2021
2021-02-07,"Albany",150226.5957,4199.13049,0.943959624,1.295244058,2,2021
2021-02-07,"Atlanta",908810.8741,45491.58111,0.791638635,1.416861127,2,2021
2021-02-07,"Baltimore/Washington",1404190.452,101001.2717,0.950688267,1.170979406,2,2021
2021-02-07,"Birmingham/Montgomery",401974.8856,15415.69458,0.785499474,1.139887662,2,2021
2021-02-07,"Boise",121938.5624,7447.360766,1.04467825,1.550130304,2,2021
2021-02-07,"Boston",886207.8207,45354.2878,1.11170746,1.535038114,2,2021
2021-02-07,"Buffalo/Rochester",253015.3749,16412.08258,0.944650331,1.506043441,2,2021
2021-02-07,"Charlotte",422744.8039,25834.53857,0.915841652,1.335642395,2,2021
2021-02-07,"Chicago",1179628.91,100743.19,0.928227765,1.231316412,2,2021
2021-02-07,"Cincinnati/Dayton",326472.1422,22265.73585,0.887164937,1.531282474,2,2021
2021-02-07,"Columbus",277897.5149,15026.78235,0.854869773,1.388673223,2,2021
2021-02-07,"Dallas/Ft. Worth",1839761.936,101410.9492,0.736686061,1.231263382,2,2021
2021-02-07,"Denver",1090166.464,58395.87838,0.904740417,1.221458678,2,2021
2021-02-07,"Detroit",475963.8801,31815.43793,0.901578774,1.171214949,2,2021
2021-02-07,"Grand Rapids",209528.061,9317.691116,1.071362125,1.125751018,2,2021
2021-02-07,"Harrisburg/Scranton",519632.5753,26601.36854,0.929110826,1.156177159,2,2021
2021-02-07,"Hartford/Springfield",470796.904,27108.57546,1.130387871,1.500195965,2,2021
2021-02-07,"Houston",1395849.51,29269.14618,0.659200077,1.291776811,2,2021
2021-02-07,"Indianapolis",278547.8043,13195.5866,0.804270836,1.340918744,2,2021
2021-02-07,"Jacksonville",286550.1589,10772.85633,0.828173516,1.157967017,2,2021
2021-02-07,"Las Vegas",447849.1722,19946.58138,0.858488346,1.411077215,2,2021
2021-02-07,"Los Angeles",3275493.657,176889.3781,1.065456622,1.616283214,2,2021
2021-02-07,"Louisville",153814.6477,9030.346593,0.875725482,1.418698825,2,2021
