"resp.id","ques","alt","chid","carpool","seat","cargo","eng","price","choice"
2,2,3,17,"no","7","2ft","gas","30",0
2,3,1,18,"no","7","3ft","elec","30",0
2,3,2,18,"no","8","3ft","elec","35",1
2,3,3,18,"no","7","3ft","gas","35",0
2,4,1,19,"no","8","3ft","elec","30",1
2,4,2,19,"no","6","2ft","gas","35",0
2,4,3,19,"no","8","3ft","elec","40",0
2,5,1,20,"no","7","2ft","elec","40",0
2,5,2,20,"no","7","2ft","elec","35",0
2,5,3,20,"no","6","2ft","hyb","35",1
2,6,1,21,"no","7","3ft","elec","40",0
2,6,2,21,"no","8","2ft","elec","30",0
2,6,3,21,"no","6","3ft","hyb","30",1
2,7,1,22,"no","8","3ft","gas","30",1
2,7,2,22,"no","7","2ft","hyb","35",0
2,7,3,22,"no","6","2ft","hyb","40",0
2,8,1,23,"no","8","2ft","gas","35",0
2,8,2,23,"no","7","2ft","hyb","30",0
2,8,3,23,"no","8","3ft","hyb","30",1
2,9,1,24,"no","8","3ft","gas","35",1
2,9,2,24,"no","7","3ft","elec","35",0
2,9,3,24,"no","6","3ft","elec","40",0
2,10,1,25,"no","7","3ft","hyb","40",0
2,10,2,25,"no","6","3ft","gas","35",1
2,10,3,25,"no","7","3ft","hyb","35",0
2,11,1,26,"no","6","3ft","hyb","35",0
2,11,2,26,"no","8","3ft","gas","40",1
2,11,3,26,"no","6","3ft","gas","40",0
2,12,1,27,"no","8","2ft","hyb","30",1
2,12,2,27,"no","6","2ft","hyb","30",0
2,12,3,27,"no","8","2ft","hyb","35",0
2,13,1,28,"no","8","2ft","hyb","40",0
2,13,2,28,"no","6","3ft","elec","30",0
2,13,3,28,"no","8","2ft","gas","30",1
2,14,1,29,"no","6","2ft","elec","35",0
2,14,2,29,"no","6","3ft","gas","30",1
2,14,3,29,"no","7","3ft","hyb","30",0
2,15,1,30,"no","6","3ft","elec","35",1
2,15,2,30,"no","8","2ft","elec","40",0
2,15,3,30,"no","7","2ft","hyb","40",0
3,1,1,31,"no","8","3ft","hyb","30",0
3,1,2,31,"no","6","2ft","elec","35",1
3,1,3,31,"no","7","3ft","elec","40",0
3,2,1,32,"no","8","3ft","gas","40",1
3,2,2,32,"no","7","3ft","gas","35",0
3,2,3,32,"no","8","2ft","hyb","30",0
3,3,1,33,"no","8","3ft","hyb","35",0
3,3,2,33,"no","6","3ft","hyb","30",1
3,3,3,33,"no","6","3ft","elec","30",0
3,4,1,34,"no","7","2ft","elec","35",1
3,4,2,34,"no","7","2ft","hyb","40",0
3,4,3,34,"no","8","2ft","hyb","40",0
3,5,1,35,"no","8","2ft","gas","35",0
3,5,2,35,"no","6","3ft","gas","30",1
3,5,3,35,"no","8","3ft","gas","30",0
3,6,1,36,"no","8","3ft","hyb","40",0
3,6,2,36,"no","8","3ft","elec","35",0
3,6,3,36,"no","6","2ft","gas","40",1
3,7,1,37,"no","7","3ft","hyb","30",1
3,7,2,37,"no","8","2ft","gas","40",0
3,7,3,37,"no","7","3ft","gas","30",0
3,8,1,38,"no","7","3ft","elec","30",0
3,8,2,38,"no","6","2ft","gas","30",1
3,8,3,38,"no","6","2ft","hyb","40",0
3,9,1,39,"no","6","2ft","elec","40",0
3,9,2,39,"no","8","2ft","hyb","35",0
3,9,3,39,"no","6","3ft","gas","35",1
3,10,1,40,"no","6","2ft","gas","35",1
3,10,2,40,"no","8","3ft","elec","40",0
3,10,3,40,"no","8","2ft","elec","35",0
3,11,1,41,"no","8","3ft","elec","30",0
3,11,2,41,"no","7","2ft","gas","30",1
3,11,3,41,"no","7","2ft","gas","35",0
3,12,1,42,"no","6","3ft","elec","40",1
3,12,2,42,"no","8","2ft","elec","40",0
3,12,3,42,"no","7","2ft","gas","40",0
3,13,1,43,"no","8","3ft","gas","35",0
3,13,2,43,"no","8","2ft","elec","30",1
3,13,3,43,"no","6","2ft","hyb","35",0
3,14,1,44,"no","6","3ft","elec","35",0
3,14,2,44,"no","6","3ft","gas","40",0
3,14,3,44,"no","6","3ft","hyb","40",1
3,15,1,45,"no","7","2ft","elec","30",0
3,15,2,45,"no","6","3ft","hyb","35",1
3,15,3,45,"no","7","3ft","hyb","40",0
4,1,1,46,"no","6","2ft","elec","30",0
4,1,2,46,"no","6","3ft","elec","30",0
4,1,3,46,"no","8","2ft","hyb","30",1
4,2,1,47,"no","7","2ft","gas","35",0
4,2,2,47,"no","7","2ft","elec","35",0
4,2,3,47,"no","6","2ft","hyb","30",1
4,3,1,48,"no","6","3ft","gas","40",0
4,3,2,48,"no","6","3ft","gas","30",1
4,3,3,48,"no","7","3ft","gas","35",0
4,4,1,49,"no","6","3ft","elec","35",0
4,4,2,49,"no","8","2ft","gas","35",1
4,4,3,49,"no","7","2ft","hyb","35",0
4,5,1,50,"no","7","2ft","gas","30",0
4,5,2,50,"no","6","2ft","gas","30",1
4,5,3,50,"no","8","2ft","elec","35",0
4,6,1,51,"no","8","3ft","elec","35",0
4,6,2,51,"no","8","2ft","hyb","35",1
4,6,3,51,"no","6","2ft","elec","35",0
4,7,1,52,"no","6","2ft","hyb","40",0
4,7,2,52,"no","7","3ft","elec","35",0
4,7,3,52,"no","6","3ft","hyb","30",1
4,8,1,53,"no","6","2ft","elec","40",0
4,8,2,53,"no","6","3ft","gas","35",1
4,8,3,53,"no","6","3ft","hyb","35",0
4,9,1,54,"no","8","3ft","gas","40",0
4,9,2,54,"no","7","3ft","hyb","30",0
4,9,3,54,"no","8","2ft","gas","30",1
4,10,1,55,"no","7","2ft","elec","30",0
4,10,2,55,"no","7","3ft","gas","40",0
4,10,3,55,"no","7","3ft","gas","30",1
4,11,1,56,"no","8","2ft","elec","30",0
4,11,2,56,"no","8","3ft","hyb","35",1
4,11,3,56,"no","6","2ft","hyb","35",0
4,12,1,57,"no","6","3ft","hyb","40",0
4,12,2,57,"no","7","2ft","hyb","40",1
4,12,3,57,"no","8","2ft","gas","40",0
4,13,1,58,"no","8","2ft","elec","40",0
4,13,2,58,"no","6","2ft","gas","40",0
4,13,3,58,"no","7","2ft","gas","40",1
4,14,1,59,"no","8","3ft","elec","30",0
4,14,2,59,"no","8","2ft","hyb","40",1
4,14,3,59,"no","7","3ft","elec","40",0
4,15,1,60,"no","8","3ft","elec","40",0
4,15,2,60,"no","7","3ft","hyb","35",1
4,15,3,60,"no","7","2ft","elec","40",0
5,1,1,61,"yes","6","3ft","elec","40",0
5,1,2,61,"yes","7","3ft","gas","40",0
5,1,3,61,"yes","6","2ft","hyb","30",1
5,2,1,62,"yes","8","2ft","gas","35",1
5,2,2,62,"yes","8","3ft","hyb","40",0
5,2,3,62,"yes","8","2ft","elec","35",0
5,3,1,63,"yes","6","2ft","hyb","40",0
5,3,2,63,"yes","8","2ft","elec","40",0
5,3,3,63,"yes","8","2ft","gas","30",1
5,4,1,64,"yes","6","3ft","hyb","30",1
5,4,2,64,"yes","6","2ft","elec","30",0
5,4,3,64,"yes","8","2ft","hyb","40",0
5,5,1,65,"yes","6","3ft","gas","40",1
5,5,2,65,"yes","8","3ft","elec","30",0
5,5,3,65,"yes","6","3ft","hyb","40",0
5,6,1,66,"yes","7","2ft","hyb","30",1
5,6,2,66,"yes","7","2ft","gas","35",0
5,6,3,66,"yes","6","3ft","hyb","35",0
5,7,1,67,"yes","7","2ft","gas","40",1
5,7,2,67,"yes","7","3ft","elec","35",0
5,7,3,67,"yes","6","2ft","gas","35",0
5,8,1,68,"yes","7","3ft","elec","40",0
5,8,2,68,"yes","6","2ft","elec","35",0
5,8,3,68,"yes","6","3ft","elec","30",1
5,9,1,69,"yes","7","2ft","elec","40",0
5,9,2,69,"yes","6","2ft","gas","40",0
5,9,3,69,"yes","8","2ft","hyb","30",1
5,10,1,70,"yes","7","3ft","hyb","35",0
5,10,2,70,"yes","7","2ft","hyb","40",0
5,10,3,70,"yes","8","3ft","hyb","35",1
5,11,1,71,"yes","7","2ft","elec","30",1
5,11,2,71,"yes","6","3ft","elec","35",0
5,11,3,71,"yes","8","3ft","elec","35",0
5,12,1,72,"yes","8","3ft","gas","30",1
5,12,2,72,"yes","7","3ft","gas","30",0
5,12,3,72,"yes","6","2ft","gas","30",0
5,13,1,73,"yes","6","3ft","gas","35",0
5,13,2,73,"yes","8","3ft","elec","40",0
5,13,3,73,"yes","7","3ft","gas","35",1
5,14,1,74,"yes","6","2ft","hyb","35",0
5,14,2,74,"yes","7","3ft","hyb","30",1
5,14,3,74,"yes","8","2ft","elec","30",0
5,15,1,75,"yes","7","3ft","elec","30",1
5,15,2,75,"yes","6","3ft","gas","30",0
5,15,3,75,"yes","7","2ft","hyb","35",0
6,1,1,76,"no","7","2ft","elec","40",0
6,1,2,76,"no","7","3ft","gas","30",1
6,1,3,76,"no","8","3ft","elec","40",0
6,2,1,77,"no","8","2ft","elec","40",0
6,2,2,77,"no","8","2ft","gas","30",0
6,2,3,77,"no","6","3ft","gas","35",1
6,3,1,78,"no","7","2ft","elec","35",0
6,3,2,78,"no","7","3ft","elec","40",0
6,3,3,78,"no","7","2ft","hyb","35",1
6,4,1,79,"no","7","2ft","gas","30",1
6,4,2,79,"no","7","2ft","elec","30",0
6,4,3,79,"no","6","2ft","elec","35",0
6,5,1,80,"no","7","3ft","gas","40",0
6,5,2,80,"no","6","2ft","gas","30",0
6,5,3,80,"no","8","3ft","gas","35",1
6,6,1,81,"no","8","3ft","gas","40",1
6,6,2,81,"no","6","2ft","hyb","30",0
6,6,3,81,"no","6","2ft","hyb","35",0
6,7,1,82,"no","6","3ft","gas","40",1
6,7,2,82,"no","7","3ft","hyb","40",0
6,7,3,82,"no","7","2ft","gas","40",0
6,8,1,83,"no","8","3ft","elec","35",0
6,8,2,83,"no","8","3ft","hyb","35",1
6,8,3,83,"no","8","2ft","hyb","35",0
6,9,1,84,"no","7","2ft","hyb","30",1
6,9,2,84,"no","7","2ft","hyb","40",0
6,9,3,84,"no","7","3ft","elec","30",0
6,10,1,85,"no","8","2ft","gas","40",0
6,10,2,85,"no","8","2ft","gas","35",1
6,10,3,85,"no","7","3ft","elec","35",0
6,11,1,86,"no","7","3ft","gas","35",1
6,11,2,86,"no","6","3ft","elec","30",0
6,11,3,86,"no","8","2ft","elec","35",0
6,12,1,87,"no","8","2ft","elec","30",0
6,12,2,87,"no","6","3ft","hyb","40",0
6,12,3,87,"no","6","3ft","elec","35",1
6,13,1,88,"no","7","3ft","hyb","30",0
6,13,2,88,"no","7","2ft","gas","35",0
6,13,3,88,"no","6","3ft","hyb","30",1
6,14,1,89,"no","7","3ft","hyb","35",0
6,14,2,89,"no","8","3ft","gas","30",1
6,14,3,89,"no","6","3ft","elec","40",0
6,15,1,90,"no","8","2ft","hyb","30",0
6,15,2,90,"no","6","3ft","hyb","35",0
6,15,3,90,"no","8","3ft","hyb","30",1
7,1,1,91,"no","8","2ft","gas","30",0
7,1,2,91,"no","8","3ft","elec","40",0
7,1,3,91,"no","6","3ft","elec","30",1
7,2,1,92,"no","6","2ft","gas","30",1
7,2,2,92,"no","7","2ft","hyb","30",0
7,2,3,92,"no","6","3ft","hyb","40",0
7,3,1,93,"no","6","3ft","elec","40",1
7,3,2,93,"no","8","2ft","elec","35",0
7,3,3,93,"no","8","2ft","elec","40",0
7,4,1,94,"no","7","3ft","hyb","35",1
7,4,2,94,"no","7","2ft","hyb","35",0
7,4,3,94,"no","8","2ft","hyb","30",0
7,5,1,95,"no","8","3ft","hyb","30",1
7,5,2,95,"no","8","3ft","hyb","40",0
7,5,3,95,"no","8","3ft","gas","40",0
7,6,1,96,"no","6","2ft","hyb","35",0
7,6,2,96,"no","7","2ft","elec","30",1
7,6,3,96,"no","6","2ft","elec","30",0
7,7,1,97,"no","7","2ft","hyb","40",0
7,7,2,97,"no","8","3ft","gas","35",1
7,7,3,97,"no","6","2ft","gas","40",0
7,8,1,98,"no","8","2ft","hyb","35",0
7,8,2,98,"no","7","3ft","gas","30",0
7,8,3,98,"no","6","3ft","gas","40",1
7,9,1,99,"no","7","3ft","hyb","40",0
7,9,2,99,"no","7","2ft","gas","35",1
7,9,3,99,"no","8","2ft","elec","30",0
7,10,1,100,"no","6","3ft","elec","35",0
7,10,2,100,"no","6","2ft","hyb","40",1
7,10,3,100,"no","7","3ft","hyb","30",0
7,11,1,101,"no","7","3ft","gas","40",0
7,11,2,101,"no","8","2ft","gas","35",0
7,11,3,101,"no","7","2ft","gas","30",1
7,12,1,102,"no","8","2ft","gas","40",0
7,12,2,102,"no","8","2ft","hyb","40",0
7,12,3,102,"no","6","2ft","hyb","30",1
7,13,1,103,"no","6","3ft","gas","30",0
7,13,2,103,"no","7","3ft","elec","35",1
7,13,3,103,"no","7","3ft","gas","35",0
7,14,1,104,"no","6","3ft","gas","35",1
7,14,2,104,"no","7","2ft","gas","40",0
7,14,3,104,"no","7","2ft","elec","40",0
7,15,1,105,"no","6","2ft","elec","35",0
7,15,2,105,"no","8","3ft","hyb","35",0
7,15,3,105,"no","6","2ft","gas","35",1
8,1,1,106,"yes","8","3ft","elec","30",0
8,1,2,106,"yes","6","2ft","gas","35",0
8,1,3,106,"yes","6","3ft","hyb","40",1
8,2,1,107,"yes","8","2ft","elec","35",0
8,2,2,107,"yes","7","3ft","elec","30",0
8,2,3,107,"yes","8","2ft","hyb","30",1
8,3,1,108,"yes","8","3ft","elec","35",0
8,3,2,108,"yes","8","3ft","hyb","35",1
8,3,3,108,"yes","7","2ft","hyb","35",0
8,4,1,109,"yes","7","3ft","hyb","30",1
8,4,2,109,"yes","6","2ft","hyb","35",0
8,4,3,109,"yes","6","3ft","elec","30",0
8,5,1,110,"yes","7","3ft","elec","40",0
8,5,2,110,"yes","6","3ft","hyb","35",1
8,5,3,110,"yes","6","2ft","elec","40",0
8,6,1,111,"yes","7","3ft","gas","35",0
8,6,2,111,"yes","6","2ft","gas","30",1
8,6,3,111,"yes","6","2ft","elec","30",0
8,7,1,112,"yes","8","2ft","elec","40",0
8,7,2,112,"yes","8","3ft","gas","35",1
8,7,3,112,"yes","6","2ft","hyb","40",0
8,8,1,113,"yes","8","3ft","hyb","30",1
8,8,2,113,"yes","8","2ft","gas","35",0
8,8,3,113,"yes","6","2ft","hyb","30",0
8,9,1,114,"yes","6","3ft","gas","40",0
8,9,2,114,"yes","8","3ft","hyb","40",1
8,9,3,114,"yes","6","2ft","elec","35",0
8,10,1,115,"yes","7","3ft","gas","40",0
8,10,2,115,"yes","8","2ft","hyb","40",0
8,10,3,115,"yes","8","3ft","gas","30",1
8,11,1,116,"yes","6","3ft","elec","40",0
8,11,2,116,"yes","7","3ft","elec","35",0
8,11,3,116,"yes","8","2ft","elec","30",1
8,12,1,117,"yes","8","3ft","gas","40",0
8,12,2,117,"yes","8","3ft","elec","40",0
8,12,3,117,"yes","7","2ft","gas","30",1
8,13,1,118,"yes","7","3ft","hyb","35",0
8,13,2,118,"yes","8","2ft","gas","30",1
8,13,3,118,"yes","7","2ft","elec","30",0
8,14,1,119,"yes","6","3ft","gas","30",1
8,14,2,119,"yes","6","2ft","gas","40",0
8,14,3,119,"yes","7","2ft","elec","35",0
8,15,1,120,"yes","7","2ft","elec","40",1
8,15,2,120,"yes","7","2ft","hyb","40",0
8,15,3,120,"yes","7","3ft","hyb","40",0
9,1,1,121,"no","7","3ft","elec","35",0
9,1,2,121,"no","6","3ft","hyb","30",1
9,1,3,121,"no","8","3ft","hyb","35",0
9,2,1,122,"no","6","3ft","hyb","35",1
9,2,2,122,"no","6","2ft","hyb","35",0
9,2,3,122,"no","7","2ft","elec","40",0
9,3,1,123,"no","7","3ft","gas","40",0
9,3,2,123,"no","6","2ft","elec","35",0
9,3,3,123,"no","8","3ft","gas","40",1
9,4,1,124,"no","8","3ft","elec","40",0
9,4,2,124,"no","6","3ft","hyb","40",1
9,4,3,124,"no","8","2ft","elec","35",0
9,5,1,125,"no","8","3ft","elec","35",0
9,5,2,125,"no","7","3ft","gas","30",1
9,5,3,125,"no","7","2ft","elec","30",0
9,6,1,126,"no","7","2ft","hyb","40",0
9,6,2,126,"no","7","3ft","elec","40",0
9,6,3,126,"no","8","2ft","elec","40",1
9,7,1,127,"no","6","2ft","elec","30",0
9,7,2,127,"no","8","3ft","gas","30",1
9,7,3,127,"no","7","2ft","gas","40",0
9,8,1,128,"no","7","2ft","gas","35",0
9,8,2,128,"no","6","3ft","elec","30",1
9,8,3,128,"no","7","3ft","elec","30",0
9,9,1,129,"no","8","3ft","gas","35",1
9,9,2,129,"no","7","2ft","elec","35",0
9,9,3,129,"no","6","2ft","gas","30",0
9,10,1,130,"no","7","3ft","hyb","40",0
9,10,2,130,"no","6","3ft","elec","35",0
9,10,3,130,"no","6","2ft","hyb","40",1
9,11,1,131,"no","8","2ft","gas","30",0
9,11,2,131,"no","8","3ft","elec","30",1
9,11,3,131,"no","7","3ft","gas","35",0
9,12,1,132,"no","8","2ft","hyb","30",0
9,12,2,132,"no","6","3ft","gas","35",1
9,12,3,132,"no","6","2ft","elec","40",0
9,13,1,133,"no","7","3ft","hyb","30",0
9,13,2,133,"no","6","2ft","gas","35",1
9,13,3,133,"no","8","2ft","hyb","35",0
9,14,1,134,"no","8","3ft","hyb","40",0
9,14,2,134,"no","8","2ft","elec","30",0
9,14,3,134,"no","7","2ft","gas","30",1
9,15,1,135,"no","8","2ft","gas","35",1
9,15,2,135,"no","8","2ft","hyb","40",0
9,15,3,135,"no","6","3ft","elec","40",0
10,1,1,136,"no","8","3ft","elec","40",0
10,1,2,136,"no","6","2ft","gas","40",1
10,1,3,136,"no","7","3ft","hyb","40",0
10,2,1,137,"no","8","3ft","elec","35",1
10,2,2,137,"no","7","2ft","elec","40",0
10,2,3,137,"no","6","2ft","hyb","40",0
10,3,1,138,"no","8","2ft","gas","40",0
10,3,2,138,"no","7","2ft","hyb","30",0
10,3,3,138,"no","6","2ft","gas","30",1
10,4,1,139,"no","6","3ft","gas","40",0
10,4,2,139,"no","7","3ft","hyb","35",0
10,4,3,139,"no","8","3ft","gas","35",1
10,5,1,140,"no","6","2ft","hyb","35",0
10,5,2,140,"no","7","3ft","gas","35",1
10,5,3,140,"no","7","2ft","elec","35",0
10,6,1,141,"no","7","3ft","elec","35",0
10,6,2,141,"no","6","3ft","gas","30",1
10,6,3,141,"no","7","3ft","elec","30",0
10,7,1,142,"no","8","2ft","hyb","30",0
10,7,2,142,"no","7","2ft","gas","35",1
10,7,3,142,"no","7","2ft","elec","30",0
10,8,1,143,"no","8","2ft","elec","35",0
10,8,2,143,"no","8","3ft","gas","40",0
10,8,3,143,"no","6","2ft","elec","40",1
10,9,1,144,"no","8","3ft","hyb","40",0
10,9,2,144,"no","6","3ft","gas","35",1
10,9,3,144,"no","7","2ft","hyb","40",0
10,10,1,145,"no","8","3ft","gas","30",1
10,10,2,145,"no","7","3ft","elec","40",0
10,10,3,145,"no","7","2ft","hyb","35",0
10,11,1,146,"no","8","3ft","hyb","35",1
10,11,2,146,"no","8","2ft","hyb","35",0
10,11,3,146,"no","6","3ft","hyb","30",0
10,12,1,147,"no","8","2ft","gas","35",0
10,12,2,147,"no","6","3ft","hyb","35",1
10,12,3,147,"no","6","2ft","gas","35",0
10,13,1,148,"no","7","3ft","hyb","30",0
10,13,2,148,"no","6","2ft","hyb","30",0
10,13,3,148,"no","6","2ft","elec","30",1
10,14,1,149,"no","8","3ft","hyb","30",0
10,14,2,149,"no","6","3ft","elec","30",0
10,14,3,149,"no","8","2ft","gas","30",1
10,15,1,150,"no","7","2ft","gas","40",0
10,15,2,150,"no","6","2ft","elec","35",0
10,15,3,150,"no","7","3ft","gas","30",1
11,1,1,151,"no","8","2ft","gas","35",0
11,1,2,151,"no","8","3ft","hyb","40",0
11,1,3,151,"no","6","2ft","elec","30",1
11,2,1,152,"no","7","2ft","elec","40",0
11,2,2,152,"no","7","3ft","gas","30",1
11,2,3,152,"no","7","2ft","elec","35",0
11,3,1,153,"no","7","2ft","gas","35",0
11,3,2,153,"no","8","3ft","gas","30",1
11,3,3,153,"no","6","2ft","hyb","30",0
11,4,1,154,"no","7","3ft","elec","30",0
11,4,2,154,"no","8","2ft","gas","40",0
11,4,3,154,"no","7","3ft","gas","35",1
11,5,1,155,"no","6","2ft","elec","40",0
11,5,2,155,"no","8","3ft","hyb","30",0
11,5,3,155,"no","8","3ft","gas","35",1
11,6,1,156,"no","6","3ft","elec","35",0
11,6,2,156,"no","7","3ft","hyb","35",0
11,6,3,156,"no","7","3ft","elec","35",1
11,7,1,157,"no","8","2ft","gas","30",1
11,7,2,157,"no","8","2ft","hyb","35",0
11,7,3,157,"no","7","2ft","hyb","35",0
11,8,1,158,"no","7","2ft","gas","30",0
11,8,2,158,"no","6","3ft","hyb","30",0
11,8,3,158,"no","6","3ft","gas","30",1
11,9,1,159,"no","7","3ft","hyb","30",1
11,9,2,159,"no","7","3ft","hyb","40",0
11,9,3,159,"no","8","2ft","elec","35",0
11,10,1,160,"no","6","2ft","gas","35",1
11,10,2,160,"no","7","3ft","gas","40",0
11,10,3,160,"no","6","3ft","elec","40",0
11,11,1,161,"no","8","3ft","elec","30",0
11,11,2,161,"no","6","3ft","gas","40",0
11,11,3,161,"no","6","3ft","hyb","35",1
11,12,1,162,"no","6","2ft","hyb","40",0
11,12,2,162,"no","7","2ft","hyb","30",1
11,12,3,162,"no","6","2ft","gas","40",0
11,13,1,163,"no","7","2ft","gas","40",1
11,13,2,163,"no","6","3ft","hyb","40",0
11,13,3,163,"no","7","2ft","hyb","40",0
11,14,1,164,"no","6","2ft","hyb","35",0
11,14,2,164,"no","6","3ft","elec","30",0
11,14,3,164,"no","6","2ft","gas","30",1
11,15,1,165,"no","6","2ft","elec","35",1
11,15,2,165,"no","8","2ft","hyb","30",0
11,15,3,165,"no","8","3ft","gas","40",0
12,1,1,166,"no","8","2ft","hyb","35",1
12,1,2,166,"no","8","3ft","hyb","35",0
12,1,3,166,"no","6","3ft","hyb","40",0
12,2,1,167,"no","7","3ft","hyb","40",0
12,2,2,167,"no","8","3ft","gas","30",1
12,2,3,167,"no","7","3ft","hyb","30",0
12,3,1,168,"no","7","2ft","elec","40",0
12,3,2,168,"no","6","3ft","hyb","30",1
12,3,3,168,"no","7","3ft","gas","40",0
12,4,1,169,"no","7","2ft","gas","35",1
12,4,2,169,"no","8","2ft","elec","40",0
12,4,3,169,"no","8","3ft","elec","30",0
12,5,1,170,"no","8","3ft","elec","35",1
12,5,2,170,"no","6","2ft","elec","35",0
12,5,3,170,"no","6","2ft","elec","30",0
12,6,1,171,"no","8","2ft","gas","30",1
12,6,2,171,"no","8","2ft","elec","35",0
12,6,3,171,"no","6","2ft","gas","35",0
12,7,1,172,"no","8","2ft","hyb","30",0
12,7,2,172,"no","6","2ft","hyb","35",1
12,7,3,172,"no","7","3ft","gas","35",0
12,8,1,173,"no","7","3ft","elec","30",0
12,8,2,173,"no","8","3ft","hyb","30",1
12,8,3,173,"no","8","3ft","gas","35",0
12,9,1,174,"no","7","2ft","hyb","35",1
12,9,2,174,"no","8","2ft","hyb","40",0
12,9,3,174,"no","6","2ft","gas","30",0
12,10,1,175,"no","8","3ft","elec","40",0
12,10,2,175,"no","8","2ft","gas","35",1
12,10,3,175,"no","6","3ft","gas","40",0
12,11,1,176,"no","6","3ft","elec","35",0
12,11,2,176,"no","6","2ft","gas","40",0
12,11,3,176,"no","6","3ft","elec","30",1
12,12,1,177,"no","7","2ft","hyb","30",1
12,12,2,177,"no","7","2ft","elec","30",0
12,12,3,177,"no","8","2ft","gas","40",0
12,13,1,178,"no","6","3ft","gas","30",1
12,13,2,178,"no","7","3ft","gas","30",0
12,13,3,178,"no","6","2ft","elec","40",0
12,14,1,179,"no","6","3ft","elec","40",0
12,14,2,179,"no","6","3ft","hyb","35",1
12,14,3,179,"no","7","2ft","elec","35",0
12,15,1,180,"no","8","3ft","hyb","40",1
12,15,2,180,"no","8","2ft","elec","30",0
12,15,3,180,"no","7","2ft","hyb","40",0
13,1,1,181,"yes","7","3ft","hyb","35",0
13,1,2,181,"yes","6","2ft","gas","40",0
13,1,3,181,"yes","8","3ft","hyb","40",1
13,2,1,182,"yes","6","2ft","hyb","35",1
13,2,2,182,"yes","7","2ft","elec","40",0
13,2,3,182,"yes","6","3ft","elec","40",0
13,3,1,183,"yes","8","3ft","gas","30",1
13,3,2,183,"yes","6","3ft","gas","40",0
13,3,3,183,"yes","8","3ft","elec","30",0
13,4,1,184,"yes","6","3ft","elec","35",0
13,4,2,184,"yes","6","3ft","hyb","30",1
13,4,3,184,"yes","7","2ft","hyb","30",0
13,5,1,185,"yes","8","3ft","gas","35",1
13,5,2,185,"yes","8","2ft","elec","40",0
13,5,3,185,"yes","8","3ft","gas","40",0
13,6,1,186,"yes","8","2ft","hyb","30",1
13,6,2,186,"yes","7","2ft","elec","35",0
13,6,3,186,"yes","8","2ft","elec","35",0
13,7,1,187,"yes","7","3ft","gas","35",1
13,7,2,187,"yes","7","2ft","elec","30",0
13,7,3,187,"yes","7","3ft","elec","40",0
13,8,1,188,"yes","7","2ft","gas","40",0
13,8,2,188,"yes","8","2ft","hyb","35",0
13,8,3,188,"yes","7","2ft","gas","35",1
13,9,1,189,"yes","6","2ft","elec","30",0
