"resp.id","ques","alt","chid","duration","brand","storage","batterylife","resolution","touchscreen","price","choice"
2,11,"A",21,326,"Mac","1024","12","Ultra-HD/4K","Yes","1199",1
2,11,"B",21,326,"Mac","512","4","HD","Yes","799",0
2,11,"C",21,326,"PC","1024","4","Ultra-HD/4K","Yes","1199",0
2,12,"A",22,326,"Mac","512","4","HD","No","799",0
2,12,"B",22,326,"PC","2048","4","HD","No","799",1
2,12,"C",22,326,"Mac","512","12","HD","No","1199",0
2,13,"A",23,326,"Mac","1024","12","Ultra-HD/4K","Yes","1599",0
2,13,"B",23,326,"Mac","512","12","Ultra-HD/4K","Yes","1199",1
2,13,"C",23,326,"Mac","1024","4","Ultra-HD/4K","Yes","1199",0
2,14,"A",24,326,"Mac","1024","4","Ultra-HD/4K","Yes","799",1
2,14,"B",24,326,"PC","2048","8","Ultra-HD/4K","Yes","1199",0
2,14,"C",24,326,"PC","1024","8","HD","No","799",0
2,15,"A",25,326,"Mac","2048","8","HD","Yes","1199",1
2,15,"B",25,326,"Mac","512","12","Ultra-HD/4K","Yes","799",0
2,15,"C",25,326,"PC","2048","4","HD","Yes","1199",0
2,16,"A",26,326,"Mac","1024","4","Ultra-HD/4K","Yes","1599",1
2,16,"B",26,326,"Mac","1024","4","Ultra-HD/4K","Yes","1599",0
2,16,"C",26,326,"PC","512","4","HD","No","1599",0
2,17,"A",27,326,"PC","512","4","HD","Yes","1199",0
2,17,"B",27,326,"Mac","512","12","Ultra-HD/4K","Yes","1599",0
2,17,"C",27,326,"Mac","1024","12","HD","No","1199",1
2,18,"A",28,326,"Mac","512","8","HD","Yes","1599",0
2,18,"B",28,326,"PC","1024","12","Ultra-HD/4K","Yes","1199",1
2,18,"C",28,326,"PC","1024","8","HD","Yes","1199",0
3,1,"A",37,94,"Mac","2048","8","HD","Yes","799",1
3,1,"B",37,94,"Mac","512","4","HD","No","1599",0
3,1,"C",37,94,"Mac","512","12","Ultra-HD/4K","No","1599",0
3,2,"A",47,94,"Mac","2048","8","Ultra-HD/4K","No","799",0
3,2,"B",47,94,"PC","1024","4","Ultra-HD/4K","No","1199",1
3,2,"C",47,94,"Mac","1024","4","HD","No","799",0
3,3,"A",48,94,"PC","512","8","Ultra-HD/4K","No","799",1
3,3,"B",48,94,"Mac","2048","4","Ultra-HD/4K","No","799",0
3,3,"C",48,94,"Mac","1024","12","HD","No","1199",0
3,4,"A",49,94,"PC","512","8","HD","No","799",1
3,4,"B",49,94,"Mac","512","4","Ultra-HD/4K","Yes","799",0
3,4,"C",49,94,"PC","1024","8","HD","Yes","1599",0
3,5,"A",50,94,"Mac","1024","12","HD","Yes","799",0
3,5,"B",50,94,"PC","2048","4","Ultra-HD/4K","Yes","799",1
3,5,"C",50,94,"Mac","1024","12","HD","Yes","1199",0
3,6,"A",51,94,"Mac","2048","4","HD","No","799",0
3,6,"B",51,94,"PC","2048","8","HD","No","1599",0
3,6,"C",51,94,"PC","1024","12","HD","No","1199",1
3,7,"A",52,94,"PC","512","4","Ultra-HD/4K","Yes","799",1
3,7,"B",52,94,"Mac","2048","8","Ultra-HD/4K","No","1199",0
3,7,"C",52,94,"Mac","2048","8","HD","No","799",0
3,8,"A",53,94,"PC","2048","4","HD","Yes","1199",0
3,8,"B",53,94,"Mac","2048","12","Ultra-HD/4K","Yes","1199",0
3,8,"C",53,94,"PC","1024","12","HD","Yes","799",1
3,9,"A",54,94,"PC","512","4","Ultra-HD/4K","Yes","1599",0
3,9,"B",54,94,"PC","2048","8","Ultra-HD/4K","No","799",1
3,9,"C",54,94,"PC","1024","12","HD","Yes","1199",0
3,10,"A",38,94,"PC","512","12","HD","Yes","799",1
3,10,"B",38,94,"PC","2048","12","HD","Yes","1599",0
3,10,"C",38,94,"Mac","512","8","HD","Yes","799",0
3,11,"A",39,94,"Mac","2048","8","Ultra-HD/4K","No","799",0
3,11,"B",39,94,"PC","512","8","HD","Yes","1199",1
3,11,"C",39,94,"Mac","512","12","Ultra-HD/4K","No","1599",0
3,12,"A",40,94,"PC","1024","4","Ultra-HD/4K","No","1599",0
3,12,"B",40,94,"PC","2048","4","HD","Yes","1199",1
3,12,"C",40,94,"Mac","512","4","HD","No","1199",0
3,13,"A",41,94,"PC","1024","4","HD","No","1599",0
3,13,"B",41,94,"PC","512","8","Ultra-HD/4K","No","1599",1
3,13,"C",41,94,"Mac","1024","4","Ultra-HD/4K","Yes","799",0
3,14,"A",42,94,"PC","1024","12","HD","No","799",1
3,14,"B",42,94,"PC","512","4","HD","Yes","799",0
3,14,"C",42,94,"Mac","2048","12","HD","Yes","1599",0
3,15,"A",43,94,"PC","512","4","HD","Yes","799",1
3,15,"B",43,94,"Mac","2048","8","Ultra-HD/4K","No","1199",0
3,15,"C",43,94,"Mac","2048","12","HD","Yes","799",0
3,16,"A",44,94,"Mac","1024","12","HD","No","799",0
3,16,"B",44,94,"Mac","2048","4","Ultra-HD/4K","No","1199",0
3,16,"C",44,94,"PC","512","8","Ultra-HD/4K","Yes","1199",1
3,17,"A",45,94,"PC","1024","12","Ultra-HD/4K","Yes","799",1
3,17,"B",45,94,"Mac","1024","4","HD","Yes","799",0
3,17,"C",45,94,"Mac","1024","12","Ultra-HD/4K","Yes","799",0
3,18,"A",46,94,"PC","2048","12","HD","Yes","1199",1
3,18,"B",46,94,"Mac","512","8","Ultra-HD/4K","Yes","1599",0
3,18,"C",46,94,"Mac","1024","4","HD","No","1599",0
4,1,"A",55,153,"PC","1024","12","HD","Yes","1599",0
4,1,"B",55,153,"PC","1024","8","HD","No","799",0
4,1,"C",55,153,"Mac","1024","4","Ultra-HD/4K","Yes","1199",1
4,2,"A",65,153,"PC","2048","12","Ultra-HD/4K","No","1599",1
4,2,"B",65,153,"Mac","1024","8","HD","Yes","1199",0
4,2,"C",65,153,"PC","512","12","Ultra-HD/4K","No","799",0
4,3,"A",66,153,"Mac","512","12","HD","No","1199",0
4,3,"B",66,153,"Mac","512","12","HD","Yes","1199",0
4,3,"C",66,153,"PC","2048","8","Ultra-HD/4K","No","1199",1
4,4,"A",67,153,"PC","2048","8","Ultra-HD/4K","Yes","1599",1
4,4,"B",67,153,"PC","512","8","Ultra-HD/4K","No","1199",0
4,4,"C",67,153,"Mac","512","8","HD","Yes","1199",0
4,5,"A",68,153,"PC","2048","12","Ultra-HD/4K","Yes","1199",1
4,5,"B",68,153,"PC","2048","4","HD","No","1199",0
4,5,"C",68,153,"PC","2048","8","Ultra-HD/4K","Yes","799",0
4,6,"A",69,153,"PC","512","12","Ultra-HD/4K","Yes","1199",1
4,6,"B",69,153,"PC","2048","8","HD","Yes","799",0
4,6,"C",69,153,"Mac","2048","8","Ultra-HD/4K","Yes","1599",0
4,7,"A",70,153,"PC","2048","8","Ultra-HD/4K","Yes","799",1
4,7,"B",70,153,"PC","2048","8","HD","Yes","1199",0
4,7,"C",70,153,"PC","2048","8","Ultra-HD/4K","Yes","1599",0
4,8,"A",71,153,"PC","512","4","Ultra-HD/4K","No","1199",0
4,8,"B",71,153,"Mac","2048","12","HD","Yes","1599",0
4,8,"C",71,153,"PC","1024","8","Ultra-HD/4K","Yes","799",1
4,9,"A",72,153,"Mac","512","12","HD","No","799",0
4,9,"B",72,153,"Mac","2048","4","Ultra-HD/4K","No","799",0
4,9,"C",72,153,"PC","1024","12","Ultra-HD/4K","No","1199",1
4,10,"A",56,153,"PC","512","8","Ultra-HD/4K","No","1599",0
4,10,"B",56,153,"PC","512","12","HD","Yes","1599",0
4,10,"C",56,153,"PC","1024","8","Ultra-HD/4K","No","799",1
4,11,"A",57,153,"PC","1024","4","HD","Yes","799",0
4,11,"B",57,153,"PC","2048","8","HD","No","1199",0
4,11,"C",57,153,"PC","2048","4","Ultra-HD/4K","No","1599",1
4,12,"A",58,153,"PC","2048","8","Ultra-HD/4K","Yes","1599",1
4,12,"B",58,153,"Mac","2048","8","HD","Yes","799",0
4,12,"C",58,153,"PC","1024","8","HD","Yes","799",0
4,13,"A",59,153,"Mac","2048","12","Ultra-HD/4K","No","799",1
4,13,"B",59,153,"PC","2048","4","Ultra-HD/4K","No","1199",0
4,13,"C",59,153,"PC","2048","4","HD","No","1599",0
4,14,"A",60,153,"PC","512","8","Ultra-HD/4K","No","799",1
4,14,"B",60,153,"PC","2048","4","HD","Yes","799",0
4,14,"C",60,153,"PC","2048","8","HD","Yes","1599",0
4,15,"A",61,153,"Mac","512","12","HD","Yes","1199",0
4,15,"B",61,153,"Mac","1024","4","HD","No","1199",0
4,15,"C",61,153,"PC","2048","12","Ultra-HD/4K","Yes","1599",1
4,16,"A",62,153,"Mac","1024","4","HD","Yes","799",0
4,16,"B",62,153,"PC","512","4","Ultra-HD/4K","No","1599",1
4,16,"C",62,153,"PC","2048","12","HD","No","799",0
4,17,"A",63,153,"PC","2048","12","Ultra-HD/4K","No","1599",1
4,17,"B",63,153,"Mac","2048","4","HD","Yes","1599",0
4,17,"C",63,153,"Mac","2048","12","HD","No","1199",0
4,18,"A",64,153,"Mac","1024","4","Ultra-HD/4K","Yes","799",1
4,18,"B",64,153,"PC","1024","12","HD","No","1199",0
4,18,"C",64,153,"Mac","1024","8","Ultra-HD/4K","Yes","1599",0
5,1,"A",73,143,"Mac","1024","12","Ultra-HD/4K","No","799",1
5,1,"B",73,143,"Mac","512","4","HD","No","799",0
5,1,"C",73,143,"PC","1024","12","HD","Yes","1599",0
5,2,"A",83,143,"Mac","2048","8","Ultra-HD/4K","Yes","1199",1
5,2,"B",83,143,"Mac","512","8","HD","No","1599",0
5,2,"C",83,143,"PC","2048","4","Ultra-HD/4K","No","1599",0
5,3,"A",84,143,"PC","1024","4","Ultra-HD/4K","No","1599",0
5,3,"B",84,143,"PC","1024","4","Ultra-HD/4K","Yes","1199",1
5,3,"C",84,143,"PC","512","4","HD","No","1199",0
5,4,"A",85,143,"PC","1024","4","HD","Yes","1199",1
5,4,"B",85,143,"Mac","2048","12","HD","Yes","1599",0
5,4,"C",85,143,"Mac","2048","12","Ultra-HD/4K","Yes","1599",0
5,5,"A",86,143,"PC","512","4","HD","Yes","799",0
5,5,"B",86,143,"Mac","1024","4","Ultra-HD/4K","No","799",0
5,5,"C",86,143,"Mac","1024","8","Ultra-HD/4K","Yes","799",1
5,6,"A",87,143,"PC","512","4","HD","No","1199",0
5,6,"B",87,143,"PC","1024","12","Ultra-HD/4K","Yes","1599",0
5,6,"C",87,143,"Mac","2048","4","HD","Yes","1599",1
5,7,"A",88,143,"PC","2048","4","Ultra-HD/4K","Yes","1599",0
5,7,"B",88,143,"Mac","2048","4","HD","Yes","1599",0
5,7,"C",88,143,"Mac","2048","12","Ultra-HD/4K","No","1199",1
5,8,"A",89,143,"Mac","512","4","HD","No","1199",0
5,8,"B",89,143,"PC","1024","12","HD","Yes","1599",0
5,8,"C",89,143,"Mac","1024","12","HD","No","799",1
5,9,"A",90,143,"Mac","1024","12","Ultra-HD/4K","No","1599",1
5,9,"B",90,143,"Mac","2048","8","HD","No","799",0
5,9,"C",90,143,"PC","2048","8","HD","Yes","799",0
5,10,"A",74,143,"Mac","512","8","Ultra-HD/4K","Yes","799",1
5,10,"B",74,143,"PC","1024","8","Ultra-HD/4K","No","1199",0
5,10,"C",74,143,"PC","1024","8","HD","No","1599",0
5,11,"A",75,143,"PC","1024","4","Ultra-HD/4K","No","1599",0
5,11,"B",75,143,"PC","2048","4","HD","Yes","799",0
5,11,"C",75,143,"Mac","2048","4","Ultra-HD/4K","Yes","799",1
5,12,"A",76,143,"Mac","2048","8","Ultra-HD/4K","Yes","1599",1
5,12,"B",76,143,"Mac","1024","12","HD","No","1199",0
5,12,"C",76,143,"PC","512","8","Ultra-HD/4K","No","1599",0
5,13,"A",77,143,"PC","1024","4","HD","Yes","799",0
5,13,"B",77,143,"Mac","1024","8","Ultra-HD/4K","Yes","799",1
5,13,"C",77,143,"PC","512","12","Ultra-HD/4K","Yes","1199",0
5,14,"A",78,143,"PC","1024","8","Ultra-HD/4K","Yes","1199",0
5,14,"B",78,143,"PC","1024","12","Ultra-HD/4K","Yes","1199",0
5,14,"C",78,143,"Mac","1024","12","Ultra-HD/4K","No","799",1
5,15,"A",79,143,"Mac","2048","8","HD","No","799",1
5,15,"B",79,143,"PC","2048","4","HD","No","799",0
5,15,"C",79,143,"PC","512","12","HD","Yes","1199",0
5,16,"A",80,143,"PC","2048","12","Ultra-HD/4K","Yes","1599",0
5,16,"B",80,143,"Mac","1024","4","HD","Yes","1599",1
5,16,"C",80,143,"PC","512","8","Ultra-HD/4K","No","1199",0
5,17,"A",81,143,"PC","1024","4","HD","Yes","1199",0
5,17,"B",81,143,"PC","512","4","HD","Yes","1199",0
5,17,"C",81,143,"Mac","1024","4","HD","Yes","799",1
5,18,"A",82,143,"Mac","2048","4","Ultra-HD/4K","Yes","1599",0
5,18,"B",82,143,"PC","2048","4","Ultra-HD/4K","No","799",0
5,18,"C",82,143,"Mac","1024","12","HD","Yes","1599",1
6,1,"A",91,228,"Mac","1024","12","HD","Yes","799",0
6,1,"B",91,228,"Mac","2048","12","Ultra-HD/4K","No","799",1
6,1,"C",91,228,"PC","1024","8","Ultra-HD/4K","No","1599",0
6,2,"A",101,228,"Mac","2048","12","HD","No","799",1
6,2,"B",101,228,"Mac","512","12","HD","Yes","1599",0
6,2,"C",101,228,"Mac","1024","8","HD","No","799",0
6,3,"A",102,228,"Mac","512","4","Ultra-HD/4K","No","1199",0
6,3,"B",102,228,"Mac","2048","4","HD","Yes","1199",0
6,3,"C",102,228,"Mac","512","8","HD","No","1199",1
6,4,"A",103,228,"PC","512","8","HD","No","799",0
6,4,"B",103,228,"PC","512","12","HD","No","799",1
6,4,"C",103,228,"Mac","2048","8","Ultra-HD/4K","Yes","1199",0
6,5,"A",104,228,"Mac","2048","12","HD","Yes","1199",1
6,5,"B",104,228,"PC","1024","12","Ultra-HD/4K","Yes","799",0
6,5,"C",104,228,"Mac","2048","4","Ultra-HD/4K","No","1599",0
6,6,"A",105,228,"PC","2048","4","HD","Yes","1599",0
6,6,"B",105,228,"Mac","1024","4","Ultra-HD/4K","Yes","1199",0
6,6,"C",105,228,"Mac","1024","8","HD","Yes","799",1
6,7,"A",106,228,"PC","512","8","Ultra-HD/4K","No","799",0
6,7,"B",106,228,"PC","1024","8","HD","No","799",1
6,7,"C",106,228,"Mac","1024","4","Ultra-HD/4K","No","1599",0
6,8,"A",107,228,"PC","1024","12","Ultra-HD/4K","Yes","799",1
6,8,"B",107,228,"PC","1024","12","Ultra-HD/4K","No","799",0
6,8,"C",107,228,"Mac","2048","4","Ultra-HD/4K","Yes","1599",0
6,9,"A",108,228,"PC","1024","4","Ultra-HD/4K","No","1599",0
6,9,"B",108,228,"PC","2048","4","HD","Yes","1599",0
6,9,"C",108,228,"Mac","1024","4","HD","No","1599",1
6,10,"A",92,228,"PC","512","12","HD","No","799",0
6,10,"B",92,228,"PC","512","12","Ultra-HD/4K","Yes","1599",0
6,10,"C",92,228,"Mac","1024","12","Ultra-HD/4K","No","799",1
6,11,"A",93,228,"Mac","1024","4","Ultra-HD/4K","No","1199",1
6,11,"B",93,228,"PC","1024","4","Ultra-HD/4K","No","1599",0
6,11,"C",93,228,"PC","512","12","HD","Yes","799",0
6,12,"A",94,228,"PC","512","12","Ultra-HD/4K","Yes","799",0
6,12,"B",94,228,"Mac","512","8","Ultra-HD/4K","Yes","799",1
6,12,"C",94,228,"PC","512","8","Ultra-HD/4K","No","1199",0
6,13,"A",95,228,"Mac","1024","8","HD","Yes","799",1
6,13,"B",95,228,"Mac","512","12","HD","No","1599",0
6,13,"C",95,228,"Mac","512","4","HD","No","1599",0
6,14,"A",96,228,"PC","2048","12","HD","Yes","1599",0
6,14,"B",96,228,"Mac","1024","8","HD","No","1599",1
6,14,"C",96,228,"PC","1024","4","Ultra-HD/4K","Yes","1199",0
6,15,"A",97,228,"Mac","1024","8","Ultra-HD/4K","No","1199",0
6,15,"B",97,228,"Mac","1024","12","Ultra-HD/4K","Yes","799",1
6,15,"C",97,228,"PC","512","4","Ultra-HD/4K","No","799",0
6,16,"A",98,228,"Mac","512","8","Ultra-HD/4K","Yes","799",0
6,16,"B",98,228,"PC","2048","12","HD","No","799",1
6,16,"C",98,228,"PC","2048","4","HD","No","1599",0
6,17,"A",99,228,"Mac","2048","8","Ultra-HD/4K","No","1599",1
6,17,"B",99,228,"PC","1024","4","HD","Yes","799",0
6,17,"C",99,228,"PC","2048","4","Ultra-HD/4K","Yes","1199",0
6,18,"A",100,228,"PC","2048","12","Ultra-HD/4K","No","1599",1
6,18,"B",100,228,"PC","2048","4","Ultra-HD/4K","No","1599",0
6,18,"C",100,228,"PC","1024","12","Ultra-HD/4K","Yes","1599",0
7,1,"A",109,277,"Mac","1024","8","Ultra-HD/4K","Yes","1199",0
7,1,"B",109,277,"Mac","2048","12","Ultra-HD/4K","No","799",1
7,1,"C",109,277,"Mac","512","4","Ultra-HD/4K","Yes","1599",0
7,2,"A",119,277,"PC","2048","8","HD","No","1199",0
7,2,"B",119,277,"PC","1024","12","Ultra-HD/4K","No","799",1
7,2,"C",119,277,"PC","512","4","Ultra-HD/4K","Yes","799",0
7,3,"A",120,277,"PC","512","8","Ultra-HD/4K","Yes","799",1
7,3,"B",120,277,"PC","512","8","HD","Yes","799",0
7,3,"C",120,277,"Mac","2048","12","Ultra-HD/4K","Yes","1599",0
7,4,"A",121,277,"PC","2048","4","HD","Yes","1199",1
7,4,"B",121,277,"Mac","512","8","HD","Yes","1599",0
7,4,"C",121,277,"PC","512","8","HD","Yes","1599",0
7,5,"A",122,277,"Mac","2048","12","Ultra-HD/4K","No","1599",0
7,5,"B",122,277,"Mac","1024","12","HD","Yes","799",1
7,5,"C",122,277,"PC","1024","4","Ultra-HD/4K","Yes","799",0
7,6,"A",123,277,"Mac","2048","12","Ultra-HD/4K","Yes","1599",0
7,6,"B",123,277,"Mac","2048","12","HD","No","799",1
7,6,"C",123,277,"Mac","1024","12","Ultra-HD/4K","Yes","1199",0
7,7,"A",124,277,"PC","512","8","HD","No","1199",0
7,7,"B",124,277,"Mac","512","8","HD","Yes","1199",1
7,7,"C",124,277,"Mac","1024","4","HD","Yes","1199",0
7,8,"A",125,277,"PC","1024","4","HD","No","799",1
7,8,"B",125,277,"PC","2048","4","Ultra-HD/4K","Yes","1599",0
7,8,"C",125,277,"PC","1024","4","Ultra-HD/4K","Yes","1199",0
7,9,"A",126,277,"Mac","2048","4","Ultra-HD/4K","No","1199",0
7,9,"B",126,277,"PC","1024","8","Ultra-HD/4K","No","1199",0
7,9,"C",126,277,"Mac","1024","12","HD","Yes","799",1
7,10,"A",110,277,"Mac","512","12","Ultra-HD/4K","Yes","799",0
7,10,"B",110,277,"PC","1024","8","HD","No","1199",0
7,10,"C",110,277,"Mac","2048","8","Ultra-HD/4K","Yes","1199",1
7,11,"A",111,277,"PC","1024","8","Ultra-HD/4K","No","1599",0
7,11,"B",111,277,"Mac","2048","12","HD","Yes","1599",1
7,11,"C",111,277,"PC","1024","12","HD","Yes","1199",0
7,12,"A",112,277,"PC","2048","12","Ultra-HD/4K","Yes","1599",0
7,12,"B",112,277,"PC","2048","12","HD","Yes","1199",0
7,12,"C",112,277,"Mac","2048","8","HD","Yes","1199",1
7,13,"A",113,277,"PC","1024","12","Ultra-HD/4K","No","799",1
7,13,"B",113,277,"Mac","2048","8","HD","No","1599",0
7,13,"C",113,277,"Mac","2048","8","HD","Yes","1599",0
7,14,"A",114,277,"Mac","2048","4","Ultra-HD/4K","Yes","1199",0
7,14,"B",114,277,"PC","512","12","HD","Yes","1199",1
7,14,"C",114,277,"Mac","512","4","HD","No","1199",0
7,15,"A",115,277,"PC","1024","12","HD","No","799",1
7,15,"B",115,277,"PC","512","12","HD","No","799",0
7,15,"C",115,277,"PC","512","4","Ultra-HD/4K","Yes","1199",0
7,16,"A",116,277,"Mac","512","12","Ultra-HD/4K","Yes","1599",0
7,16,"B",116,277,"Mac","2048","4","Ultra-HD/4K","Yes","799",0
7,16,"C",116,277,"PC","1024","12","HD","No","1599",1
7,17,"A",117,277,"Mac","512","8","Ultra-HD/4K","No","1599",0
7,17,"B",117,277,"PC","1024","8","HD","No","1199",1
7,17,"C",117,277,"Mac","1024","8","Ultra-HD/4K","Yes","1599",0
7,18,"A",118,277,"PC","512","8","HD","Yes","799",1
7,18,"B",118,277,"PC","2048","4","HD","No","1599",0
7,18,"C",118,277,"PC","512","4","HD","No","799",0
8,1,"A",127,217,"PC","512","12","Ultra-HD/4K","Yes","1199",1
8,1,"B",127,217,"Mac","2048","8","Ultra-HD/4K","No","1599",0
8,1,"C",127,217,"Mac","1024","4","HD","Yes","799",0
8,2,"A",137,217,"Mac","512","4","HD","Yes","799",0
8,2,"B",137,217,"Mac","512","4","HD","No","1199",0
8,2,"C",137,217,"PC","1024","8","HD","Yes","799",1
8,3,"A",138,217,"PC","512","8","Ultra-HD/4K","No","799",0
8,3,"B",138,217,"PC","1024","8","HD","No","1599",0
8,3,"C",138,217,"Mac","1024","12","Ultra-HD/4K","No","1599",1
8,4,"A",139,217,"Mac","2048","12","HD","Yes","1199",0
8,4,"B",139,217,"PC","2048","12","HD","Yes","799",1
8,4,"C",139,217,"Mac","512","12","HD","Yes","1199",0
8,5,"A",140,217,"Mac","2048","4","Ultra-HD/4K","Yes","1199",0
8,5,"B",140,217,"PC","512","4","Ultra-HD/4K","Yes","799",0
8,5,"C",140,217,"Mac","1024","12","HD","Yes","1199",1
8,6,"A",141,217,"PC","2048","12","HD","Yes","799",1
8,6,"B",141,217,"PC","1024","4","Ultra-HD/4K","Yes","799",0
8,6,"C",141,217,"Mac","1024","8","Ultra-HD/4K","Yes","1199",0
8,7,"A",142,217,"PC","1024","8","Ultra-HD/4K","Yes","1199",0
8,7,"B",142,217,"PC","512","12","Ultra-HD/4K","No","1599",0
